,CodCons,NomCons,CodCta
456,247049,CONSORCIO VIAL CHETILLA,247049
457,247051,CONSORCIO ALFA,247051
458,247053,CONSORCIO HBT - HERMES ORGANIZACION EIRL,247053
459,247056,CONSORCIO LOS NATURALES,247056
460,247070,CONSORCIO CANAYRE,247070
461,247072,CONSORCIO AUGUSTO B,247072
462,247081,CONSORCIO ARLETTCONS,247081
463,247082,CONSORCIO: J.M. CAMPO VERDE E.I.R.L. Y MAYTA BUENO MARGARITA,247082
464,247090,CONSORCIO SUPERVISOR PALESTINA,247090
465,247097,CONSORCIO MANCO CAPAC,247097
466,247102,CONSORCIO VRAEM,247102
467,247103,CONSORCIO EUROAMERICANA DEL PERU - MANUFACTURAS YOU MILL S.A.C,247103
468,247104,CONSORCIO 4R ARQUITECTOS,247104
469,247120,CONSORCIO CABANA,247120
470,247121,GRUPOS AGROINDUSTRIALES EIRL,247121
471,247122,CONSORCIO CAYARANI,247122
472,247127,CONSORCIO CHUZAL,247127
473,247129,CONSORCIO CCOPI,247129
474,247131,CONSORCIO JR,247131
475,247149,CONSORCIO SAN LUIS,247149
476,247162,GRUPO SUR,247162
477,247179,CONSORCIO RIO LACRAMARCA 2,247179
478,247190,CONSORCIO INTEGRADO POR: COMERCIALIZADORA Y DISTRIBUIDORA OZKAR'S EIRL Y NOLBERTO IDROGO LIVAQUE ,247190
479,247193,CONSORCIO CAYHUAYNA J & F,247193
480,247196,CONSORCIO EL TUNGUL,247196
481,247199,CONSORCIO HIDROPAC,247199
482,247201,CONSORCIO NUEVA ESPERANZA,247201
483,247211,CONSORCIO FACO,247211
484,247213,CONSORCIO BAPER CONSTRUCTORES,247213
485,247214,BAMBAMARCA,247214
486,247217,CONSORCIO EL CENEPA,247217
487,247223,CONSORCIO,247223
488,247225,CONSORCIO CONSULTORES,247225
489,247227,CONSORCIO SANEAMIENTO PICSI,247227
490,247228,CONSORCIO CMO,247228
491,247232,CONSORCIO BRIDGE BUILDER,247232
492,247233,CONSORCIO DUBAI,247233
493,247237,CONSORCIO AUACARA,247237
494,247238,CONSORCIO SAGRADO CORAZON ,247238
495,247239,CONSORCIO DEL CENTRO,247239
496,247240,Consorcio Tacna,247240
497,247247,CONSORCIO HIDROPAC.,247247
498,247262,CONSORCIO CAXA PROJECT,247262
499,247264,CONSORCIO VINCHOS,247264
500,247270,CONSORCIO PUCALOMA,247270
501,247278,CONSORCIO LEONCIO PRADO,247278
502,247287,CONSORCIO LUNIX SAC - YOBANA TORRE DELGADO ,247287
503,247288,CONSORCIO JUNIN,247288
504,247290,CONSORCIO OBAS,247290
505,247296,CONSORCIO PACHA,247296
506,247297,CONSORCIO WALTER PORFIDIO VALASQUEZ CATACORAPROVEEDORES Y CONSTRUCTORES RAI SAC ,247297
507,247301,CONSORCIO CHARASMANA,247301
508,247307,CONSORCIO HM & JMI,247307
509,247309,PRIMERA-TUMBES,247309
510,247315,CONSORCIO LA PUNTILLA,247315
511,247316,CONSORCIO BRYSON,247316
512,247319,CONSORCIO P&G INGENIEROS CONSTRUCTORES Y CONSULTORES SAC EMPRESA CONSULTORA CONSTRUCTORA ECCSAM SRL.,247319
513,247329,DILIMA EIRL. Y PUKARA FINANCIAL GROUP S.A.C.,247329
514,247332,CONSORCIO D Y G ,247332
515,247334,CONSORCIO MADRID,247334
516,247335,CONSORCIO BUENA AVENTURA,247335
517,247336,CONSORCIO CAMONA,247336
518,247345,CONSORCIO 03 DE OCTUBRE,247345
519,247346,CONSORCIO OLIVARES,247346
520,247348,CONSORCIO SAN JUAN,247348
521,247352,CONSORCIO ROAD,247352
522,247360,CONSORCIO FENIX INGENIEROS,247360
523,247376,CONSORCIO CONSTRUCTORES TRAPICHE,247376
524,247377,CONSORCIO HP,247377
525,247389,CONSORCIO VILCABAMBA,247389
526,247392,CONSORCIO,247392
527,247393,CONSORCIO RINCONADA,247393
528,247422,CONSORCIO J y L ,247422
529,247424,CONSORCIO BARRETO PALOMINO DINA ESMERALDA Y MALDONADO VARGAS BETSABE ,247424
530,247428,CONSORCIO SAN JOSE,247428
531,247429,CONSORCIO LA VICTORIA,247429
532,247442,CONSORCIO YAULI,247442
533,247446,CONSORCIO SUPERVISOR SAN MARTIN,247446
534,247448,CONSORCIO YURIMAGUAS,247448
535,247458,CONSORCIO EMABRYNK,247458
536,247463,CONSORCIO ROSARIO,247463
537,247472,CONSORCIO BUSTAMANTE,247472
538,247475,CONSORCIO  REMAR,247475
539,247482,CONSORCIO MARIELA,247482
540,247491,CONSORCIO SISA,247491
541,247495,SOLUCIONES CONSULTAS S.A.C.,247495
542,247496,consorcio rolg consultores y constructores y jaime alvarez delgado,247496
543,247502,CONSORCIO MI CAUTIVO,247502
544,247504,PERUFOOD AGROCOMERCIAL SAC Y INVERSIONES CQS EIRL,247504
545,247509,CONSORCIO ACHIRANA,247509
546,247525,CONSORCIO SANTA FE,247525
547,247529,CONSORCIO SELVA CENTRAL,247529
548,247537,CONSORCIO MARVIL,247537
549,247543,CONSORCIO PACORA,247543
550,247546,CONSORCIO GRUPOS AGROINDUSTRIALES E.I.R.L - INDUSTRIAS ALIMENTARIAS R & R E.I.R.L,247546
551,247548,CONSORCIO G Y S ,247548
552,247549,CONSORCIO P & F,247549
553,247550,CONSORCIO CONSULTOR DE MANTENIMIENTO ,247550
554,247551,INVERSIONES TEXTILES FRAZINI SAC-DIREX COMPANY S.A.C,247551
555,247555,CONSORCIO GRUPOS AGROINDUSTRIALES EIRL INDUSTRIAS ALIMENTARIAS R Y R EIRL,247555
556,247560,CONSORCIO WARI,247560
557,247592,"CONSORCIO SUPERVISOR HUARAL, INTEGRADO POR: CPS INFRAESTRUCTURA MOVILIDAD Y MEDIO AMBIENTE S.L. SUCURSAL DEL PERU - AQUA TERS SAC - MS INGENIEROS S.L. SUCURSAL PERU",247592
558,247594,CONSORCIO INTEGRADO POR PROVEEDORES & CONSTRUCTORES RAI S.A.C. - P&C RAI S.A.C. Y UNITED PRODUCTS SAC,247594
559,247595,CONSORCIO INTEGRADO POR PROVEEDORES & CONSTRUCTORES RAI S.A.C. - P&C RAI S.A.C. Y UNITED PRODUCTS SAC,247595
560,247607,CONSORCIO JEC,247607
561,247611,CONSORCIO UMBE ,247611
562,247614,CONSORCIO PIURA,247614
563,247616,CONSORCIO FLORES,247616
564,247618,CONSORCIO MACOHE,247618
565,247628,CONSORCIO SUPERVISION JJO,247628
566,247629,CONSORCIO PARQUE DE LA JUVENTUD,247629
567,247634,CONSORCIO CONSULTOR,247634
568,247643,EL AUQUE,247643
569,247653,CONSORCIO LOBO,247653
570,247673,CONSORCIO MAJES,247673
571,247676,CONSORCIO SAN CARLOS,247676
572,247677,CONSORCIO CORAZÓN DE JESUS,247677
573,247678,CONSORCIO EMPRESA SUYOCANCHA DE LAMAY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA-ARV NUEVA ESPERANZA DE LA COMUNIDAD CAMPESINA DE POQUES,247678
574,247679,CONSORCIO HUACATINA,247679
575,247686,consorcio tumky,247686
576,247693,CONSORCIO MAJES,247693
577,247694,CONSORCIO CHAMPAYA,247694
578,247701,CONSORCIO NUESTRO DIVINO CONSTRUCTORES Y SERVICIO Y WALDIMAR VICTOR SULCA BULEJE,247701
579,247705,CONSORCIO HATUN RUMIÑAN SCRL-ASOCIACION RURAL VIAL CUENCA CHUYCAMAYU,247705
580,247706,CONSORCIO MULTISERVICIOS APU-TITICCASA QUEBRADA VERSALLES E.I.R.L. - ,247706
581,247711,CONSORCIO ECOINSUR ,247711
582,247712,CONSORCIO SAGUANANI,247712
583,247714,CONSORCIO ESPAÑA,247714
584,247715,CONSORCIO CANGALLO,247715
585,247720,CONSORCIO EL AMIGO,247720
586,247721,CONSORCIO HATUNMAYO PANAPUNKU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA-ASOCIACION RURAL CUENCA CHUYCAMAYU,247721
587,247726,CONSORCIO KM 33,247726
588,247727,GRUPOS AGROINDUSTRIALES EIRL ¿ INDUSTRIAS ALIMENTARIAS R&R EIRL,247727
589,247741,CONSORCIO PASCO,247741
590,247746,CONSORIO QUIMICA SUIZA S.A. - SANOFI-AVENTIS DEL PERU S.A.,247746
591,247747,CONSORCIO  HUANACOPAMPA,247747
592,247755,CONSORCIO SUPERVISOR MI PERÚ: FALCON CONSULTORES Y CONSTRUCTORES SAC / MENDOZA PICOAGA CARLOS HUMBERTO,247755
593,247762,CONSORCIO ESMERALDA II,247762
594,247763,EMETERIO ANTALLACA REAS - CORPORACION E Y H SAC,247763
595,247765,CONSORCIO SUPERVISOR SANTA ROSA,247765
596,247767,CONSORCIO DUBAI ,247767
597,247771,CONSORCIO VANGUARDIA,247771
598,247772,CONSORCIO DEL VALLE,247772
599,247774,CONSORCIO CHALLHUAHUACHO,247774
600,247776,CONSORCIO LECHERITA,247776
601,247779,CONSORCIO ANTEGAZA,247779
602,247780,CONSORCIO CHUZAL,247780
603,247786,CONSORCIO TSIRIARI,247786
604,247787,CONSORCIO BELLAVISTA,247787
605,247791,CONSORCIO LEON,247791
606,247793,CONSORCIO MAJES ,247793
607,247796,CONSORCIO MIKHUNATA,247796
608,247797,CONSORCIO PAVIMENTO,247797
609,247804,CONSORCIO CENEPA,247804
610,247810,CONSORCIO HUARICOCHA,247810
611,247811,ZAWIESS DEL NORTE SAC / MOTORI S.A.C.,247811
612,247812,CONSORCIO M&A INGENIEROS CONSULTORES,247812
613,247816,CONSORCIO SUPERVISOR LIBERTAD,247816
614,247817,CONSORCIO JJ,247817
615,247820,CONSORCIO UCHPACANCHA,247820
616,247844,CONSORCIO SUPERVISOR HUICUNGO,247844
617,247850,CONSORCIO PAMPAMARCA,247850
618,247853,CONSORCIO VIAL CHIKLLARAZU,247853
619,247854,CONSORCIO VIAL TUNSUCANCHA,247854
620,247861,CONSORCIO SOL,247861
621,247863,CONSORCIO PACIFICO,247863
622,247867,CONSORCIO SATELITAL,247867
623,247868,CONSORCIO LOBITOS,247868
624,247878,CONSORCIO: TELECYL PERU S.A.C. - TELECYL S.A.,247878
625,247883,CONSORCIO MANUEL JESUS,247883
626,247885,CONSORCIO AMBIENTAL HUALLAGA,247885
627,247908,CONSORCIO SUPERVISOR PIPUS,247908
628,247916,CONSORCIO SUPERVISOR LIBERTAD,247916
629,247931,CONSORCIO CHIARA,247931
630,247933,CONSORCIO SUPERVISOR  LIBERTAD,247933
631,247945,CONSORCIO VITUYA,247945
632,247947,CONSORCIO CORPORACION CENTRAL LIMA PERU - CORCELIP SAC - AMERIPLANET SAC,247947
633,247948,CONSORCIO VIRGEN DE ASUNCION,247948
634,247949,CONSORCIO VIRGEN DE ASUNCION,247949
635,247961,CONSORCIO SAN FROILAN,247961
636,247975,CONSORCIO PRIETO,247975
637,247980,CONSORCIO SUPERVISION LISOSAN,247980
638,248033,CONSORCIO DAYSI CASTILLAS MURIEL Y TRANSPORTES CEFORA Y MULTISERVICIOS S.R.L.,248033
639,248034,CONSORCIO SAN MARTIN,248034
640,248037,COMPAÑÍA DE SERVICIOS PROFESIONALES DEL PERÚ S.A.C. - COSEPRO DEL PERÚ S.A.C. - SERVICIO DE MANTENIMIENTO Y SANEAMIENTO AMBIENTAL S.A.C. - SERMANSA S.A.C.,248037
641,248052,CONSORCIO SANTA ROSA,248052
642,248054,CONSORCIO RIO NUPE,248054
643,248082,ALIZOMAYO,248082
644,248085,CONSORCIO PURIRISUNCHIS,248085
645,248089,CONSORCIO TACCATA,248089
646,248092,CONSORCIO CCONCHACCOTA,248092
647,248094,CONSORCIO AGROINDUSTRIAS Y ALIMENTOS FORTYS SUR EIRL Y ALIMEN EIRL,248094
648,248097,CONSORCIO LA COLCA,248097
649,248099,CONSORCIO INCINERAGAS E.I.R.L  -  INVERSIONES ONIX E.I.R.L.,248099
650,248100,CONSORCIO SAN JUDAS TADEO,248100
651,248102,CONSORCIO ARES,248102
652,248103,CONSORCIO VIAL HUAYO,248103
653,248108,CONSORCIO UNION,248108
654,248112,CONSORCIO SAN PEDRO,248112
655,248116,CONSORCIO TUMI,248116
656,248117,CONSORCIO EDIFICAR,248117
657,248125,CONSORCIO CABALLERO DE LA LEY SAC - TINMAR SRLTDA,248125
658,248129,CONSORCIO CIMA,248129
659,248134,CONSORCIO HUICUNGO,248134
660,248159,QUIMICA SUIZA S.A. Y NOVARTIS BIOSCIENCES PERU S.A.,248159
661,248168,Consorcio NECSIA S.A.C. - NECSIA IT CONSULTING SL,248168
662,248170,CONSORCIO R&E,248170
663,248177,CONSORCIO SAN MARTIN,248177
664,248178,CONSORCIO SANTA FE,248178
665,248183,CONSORCIO ROABOYA,248183
666,248187,CONSORCIO GRAU,248187
667,248188,CONSORCIO SUPERVISION CHINGAS,248188
668,248193,CONSORCIO REMANDO SAC Y TALENT MANAGMENT AGENCY EIRL,248193
669,248202,CONSORCIO LOS CHANKAS DE KAQUIABAMBA,248202
670,248204,CONSORCIO AMDES,248204
671,248208,CONSORCIO P Y G DEL NORTE,248208
672,248213,CONSORCIO TARAMBA,248213
673,248222,CONSORCIO ISCA PAMPA,248222
674,248223,CONSORCIO KUNTUR,248223
675,248237,CONSORCIO HERHUA S Y B GENERALES SAC,248237
676,248238,CONSORCIO CCERABAMBA,248238
677,248240,CONSORCIO CHANKAS DE KAQUIABAMBA,248240
678,248241,CONSORCIO SUPERVISOR SAN ANDRES,248241
679,248257,CONSORCIO CANDEN,248257
680,248262,CONSORCIO SAN FELIPE,248262
681,248267,CONSORCIO ORAN,248267
682,248269,CONSORCIO CALLQUI GRANDE,248269
683,248272,CONSORCIO EL VALLE,248272
684,248276,CONSORCIO LUCERO,248276
685,248277,CONSORCIO INGENIEROS ASOCIADOS,248277
686,248287,CONSORCIO VIAL ARQUILLO,248287
687,248298,CONSORCIO SEÑOR DE LOS MILAGROS II,248298
688,248301,CONSORCIO PARIS,248301
689,248309,CONSORCIO O Y M ASOCIADOS ,248309
690,248311,CONSORCIO SANTA CLARA,248311
691,248315,CONSORCIO BARRIO PIURA,248315
692,248316,CONSORCIO LLAMELLIN,248316
693,248317,CONSORCIO PUNTA OLIMPICA,248317
694,248324,CONSORCIO FIRMEZA,248324
695,248327,CONSORCIO CONOCOCHA,248327
696,248329,CONSORCIO CARHUAYOC ,248329
697,248330,CONSORCIO MELLIZOS,248330
698,248335,CONSORCIO PAMPAROMAS,248335
699,248339,CONSORCIO INGENIERIA ,248339
700,248340,CONSORCIO ABIGAIL,248340
701,248349,CONSORCIO MARIA,248349
702,248350,CONSORCIO AMAZON TRACK,248350
703,248352,CONSORCIO URARINAS,248352
704,248353,CONSORCIO HATUN RUMI,248353
705,248357,CONSORCIO SANTA MARIA,248357
706,248364,"CONSORCIO PALLASCA 2, CONSORCIO PALLASCA 1",248364
707,248367,CONSORCIO EL CONSTRUCTOR,248367
708,248369,CONSORCIO LURIN ICHIMA,248369
709,248376,CONSORCIO: TRANSPORTES CEFORA Y MULTISERVICIOS S.R.L. Y MULTISERVICIOS E IMPORTACIONES HERMO S.R.L.  ,248376
710,248384,CONSORCIO SHEQUE,248384
711,248390,CONSORCIO PROGRESO 703,248390
712,248395,CONSORCIO TIABAYA,248395
713,248400,CONSORCIO SUPERVISOR AIJA,248400
714,248408,CONSORCIO SANTA TERESA.,248408
715,248412,CONSORCIO SANTA CRUZ,248412
716,248413,CONSORCIO PANAMERICANA,248413
717,248417,CONSORCIO SEGURIDAD,248417
718,248425,CONSORCIO VIAL HUAYAN,248425
719,248427,CONSORCIO USHUN,248427
720,248429,CONSORCIO MARIATEGUI,248429
721,248434,CONSORCIO ASOCIACION RURAL VIAL CH'AIÑA PUERTO - CONSORCIO DE INGENIEROS J&R SOCIEDAD ANONIMA CERRADA-CONSORCIO DE INGENIEROS J&R S.A.C.,248434
722,248435,CONSORCIO LA ROCA E HIJOS S.A.C - ASOCIACION RURAL VIAL B & B  -  A.R.V. B & B,248435
723,248436,CONSORCIO QUEROCOCHA,248436
724,248437,CONSORCIO APISSI,248437
725,248438,CONSORCIO UCAYALI,248438
726,248446,CONSORCIO CLEANDELTA,248446
727,248448,CONSORCIO EL SALITRE,248448
728,248449,CONSORCIO CHINGA,248449
729,248450,CONSORCIO SACYR CONSTRUCCION S.A. SUCURSAL DEL PERU - COMPAÑIA SUDAMERICANA DE EMPRESAS ELECTRICAS MECANICAS Y DE OBRAS PUBLICAS S.A,248450
730,248451,CONSORCIO SALAS,248451
731,248453,CONSORCIO MANYACC,248453
732,248461,CONSORCIO UCAYALI,248461
733,248463,CONSORCIO CRUZ DEL PACIFICO,248463
734,248464,VALCER,248464
735,248466,CONSORCIO PISACOMA,248466
736,248479,CONORCIO LLACSA,248479
737,248480,CONSORCIO NORTE,248480
738,248482,CONSORCIO AREQUIPA,248482
739,248485,CONSORCIO MARIA,248485
740,248490,CONSORCIO SAN MARTIN,248490
741,248492,CONSORCIO YANAS,248492
742,248498,CONSORCIO BARRIO NUEVO,248498
743,248500,CONSORCIO SAN FRANCISCO,248500
744,248505,CONSORCIO GHV,248505
745,248506,CENCOSUD RETAIL PERU S.A. EN CONSORCIO CON  CENCOSUD PERU S.A.,248506
746,248507,CONSORCIO MAGESTUOSO LARAMANI DE ALTIVA CANAS,248507
747,248509,CONSORCIO ETEN,248509
748,248515,DILIMA EIRL. Y REPRESENTACIONES EL CACIQUE SAC,248515
749,248516,CONSORCIO HUALGAYOC - BAMBAMARCA,248516
750,248517,DILIMA EIRL. Y REPRESENTACIONES EL CACIQUE SAC,248517
751,248518,CUM DEO/GRAGLIA Y ASOCIADOS EIRL,248518
752,248520,CONSORCIO SANTA ROSILLO,248520
753,248522,CONSORCIO LA LECHERITA,248522
754,248523,CONSORCIO QUIÑONES,248523
755,248530,CONSORCIO SALLIQUE,248530
756,248538,CONSORCIO DEL CENTRO: INVERSIONES Y SERVICIOS ROAL EIRL Y IMPULSORES SAC ,248538
757,248547,CONSORCIO LA COLCA CUTERVO,248547
758,248548,CONSORCIO SANTA ANA,248548
759,248557,CONSORCIO P Y G DEL NORTE,248557
760,248562,MANUEL JESUS,248562
761,248566,CONSORCIO GRUPOS AGROINDUSTRIALES EIRL- INDUSTRIAS ALIMENTARIAS R&R EIRL,248566
762,248567,CONSORCIO CONSULTORES ASOCIADOS,248567
763,248571,CONSORCIO RAIS,248571
764,248572,CONSORCIO SANTIAGO,248572
765,248576,CONSORCIO PIURA,248576
766,248577,CONSORCIO FUNDO EL PARAISO,248577
767,248578,GRUPOS AGROINDUSTRIALES EIRL,248578
768,248584,CONSORCIO UNION TRES DE MAYO,248584
769,248585,CONSORCIO ASOCIACION RURALVIAL HB APU CONDURIANE - ASOCIACION RURAL VIAL SAYWAS,248585
770,248586,CONSORCIO APURIMAC,248586
771,248587,REYNER HUAMAN CCORIMANYA - ASOCIACION RURAL VIAL PAUCARPATA,248587
772,248588,CONSORCIO THAYLI,248588
773,248592,CONSORCIO PyG DEL NORTE,248592
774,248599,SAN MARTÍN E INICIATIVAS,248599
775,248600,CONSORCIO HP EMPRESARIOS COLCA INDUSTRIAS ,248600
776,248601,CONSORCIO E&J,248601
777,248615,CONSORCIO: MIRTHA ELIZABETH ACOSTA SANCHES y EDITH SULEMA PECHE HUAMAN,248615
778,248616,CONSORCIO INGENIEROS,248616
779,248622,CONSORCIO FE Y ALEGRIA,248622
780,248627,CONSORCIO FLORIDA,248627
781,248629,CONSORCIO  ¿C.N. GERVASIO SANTILLANA¿,248629
782,248632,CONSORCIO SOL DE TUMBES,248632
783,248642,ATUN LEON JAIME VICTOR Y ATUN LEON ANTHONY ALBERT,248642
784,248644,CONSORCIO GUALAMITA,248644
785,248647,CONSORCIO AYACHO LOAYZA ELMERT - ALG CONSTRUCCIONES S.A.C,248647
786,248653,CONSORCIO YURIMAGUAS,248653
787,248655,CONSORCIO AMANECER PATACINO,248655
788,248658,CONSORCIO: ANA MARIA CACERES DE BENAVENTE y CATERING LUCIAS S.A.C.,248658
789,248661,CONSORCIO EL NOGAL ,248661
790,248663,CONSORCIO MAPFRE PERU COMPAÑIA DE SEGUROS Y REASEGUROS S.A.  Y MAPFRE PERU VIDA COMPAÑIA DE SEGUROS Y REASEGUROS ,248663
791,248665,CONSORCIO CHOTA,248665
792,248667,CONSORCIO VIAL ISRAEL,248667
793,248668,CONSORCIO COCHAPETI,248668
794,248671,CONSORCIO INVERSIONES Y PROYECTOS S & F,248671
795,248676,CONSORCIO ARICATO,248676
796,248679,CONSORCIO A &  C,248679
797,248681,CONSORCIO CALISAYA,248681
798,248686,CONSORCIO FUNDO EL PARAISO,248686
799,248708,CONSORCIO CHRONOS & BALTAZAR,248708
800,248709,consorcio yoga dimel,248709
801,248711,CONSORCIO LUYA VIEJO,248711
802,248712,CONSORCIO FUNDO EL PARAISO,248712
803,248715,CONSORCIO FUNDO EL PARAISO,248715
804,248720,CONSORCIO FUNDO EL PARAISO,248720
805,248724,CONSORCIO FUNDO EL PARAISO,248724
806,248728,CONSORCIO TAURO,248728
807,248738,CONSORCIO ALIGOR S.R.L. ALIMEN E.I.R.L.,248738
808,248749,CONSORCIO HUAYABAMBA,248749
809,248759,CONSORCIO SANTA ISABEL,248759
810,248772,CONSORCIO P Y G DEL NORTE,248772
811,248774,CONSORCIO CAMILOS,248774
812,248776,CONSORCIO LA VILLA,248776
813,248778,CONSORCIO VIAL SELVA ALTA,248778
814,248781,CONSORCIO SEÑOR DE MAYNAY,248781
815,248788,CONSORCIO ALIGOR S.R.L. Y ALIMENTOS EIRL,248788
816,248792,CONSORCIO MURO COISHCO,248792
817,248793,COMERCIALIZADORA Y DISTRIBUIDORA EL PROGRESO E INVERSIONES TC EIRL,248793
818,248795,CONSORCIO VRAEM,248795
819,248800,CONSORCIO ALFARO SALAS Y ASOCIADOS SAC-MAUROS SERVICIOS GENERALES SAC,248800
820,248801,CONSORCIO MIGUEL GRAU,248801
821,248806,A G REPRESENTACIONES Y DISTRIBUICIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA Y PROMACEN SOCIEDAD ANONIMA,248806
822,248809,CONSORCIO SAN MATEO,248809
823,248810,CONSORCIO SUPERVISION TECNOLÓGICA,248810
824,248812,GRUPOS AGROINDUSTRIALES EIRL,248812
825,248820,CONSORCIO PUENTE NUEVO,248820
826,248826,CONSORCIO PYG,248826
827,248829,CONSORCIO T&L,248829
828,248831,"CONSORCIO SYM: HYC CONTRATISTA GENERALES SRL, MENDOZA BOBADILLA FRANCISCA MICHAEL ",248831
829,248834,CONSORCIO LUZURIAGA,248834
830,248839,CONSORCIO PYG,248839
831,248842,CONSORCIO VIAL CAMINO A YANAMITO,248842
832,248844,CONSORCIO LOSA CALLAO,248844
833,248846,CONSORCIO RFREY,248846
834,248847,CONSORCIO VIAL NORTE,248847
835,248854,CONSORCIO CHURMI,248854
836,248858,CONSORCIO INGENIEROS,248858
837,248859,CONSORCIO CAMINEROS CONSTRUCTORES,248859
838,248863,CONSORCIO CCOLLANA,248863
839,248884,CONSORCIO AETAS,248884
840,248885,CONSORCIO KAES,248885
841,248889,CONSORCIO PICOTA,248889
842,248890,CONSORCIO UNION,248890
843,248892,CONSORCIO SAN FRANCISCO,248892
844,248896,CONSORCIO ALHEFXNER - INDEPLAST,248896
845,248898,CONSORCIO VIAL AMAZONAS,248898
846,248899,CONSORCIO COSMOS,248899
847,248901,CONSORCIO AMANECER,248901
848,248903,CONSORCIO VALCER,248903
849,248905,CONSORCIO ARELI CRUZ MEDINA Y MAYRA FRANSHECA ORTIZ ZULOETA,248905
850,248908,CONSORCIO SAN JOSE,248908
851,248910,CONSORCIO VIAL DEL SUR,248910
852,248927,CONSORCIO SEÑOR DE COCHARCAS,248927
853,248932,CONSORCIO HQ,248932
854,248936,CONSORCIO LA CUMBRE,248936
855,248937,CONSORCIO NUEVO CONCHAN,248937
856,248942,CONSORCIO EL BOSQUE ,248942
857,248945,CONSORCIO CPI,248945
858,248946,Consorcio Supervisor Yerbabuena ,248946
859,248956,CONSORCIO LECHERITA,248956
860,248959,CONSORCIO PANGOA,248959
861,248961,CONSORCIO HUASCARAN,248961
862,248962,CONSORCIO MARIA,248962
863,248963,CONSORCIO VALENTINA,248963
864,248964,CONSORCIO CCANO,248964
865,248967,CONSORCIO PACHIN,248967
866,248970,CONSORCIO QUIMICA SUIZA S.A. - MERCK SHARP & DOHME PERÚ S.R.L.,248970
867,248973,CONSORCIO P Y G DEL NORTE,248973
868,248978,HUASCRAN,248978
869,248983,CONSORCIO MINCORT INGS,248983
870,248992,CONSORCIO VIRGEN DEL CARMEN,248992
871,248997,CONSORCIO TIABAYA,248997
872,248999,CONSORCIO NUEVO HORIZONTE,248999
873,249000,BALMAR SERVICIOS GENERALES SAC /  MIGUEL ANGEL BALCÁZAR MARDINI,249000
874,249002,CONSORCIO VIAL APU,249002
875,249017,CONSORCIO SUPERVISOR Z2,249017
876,249028,CONSORCIO DOMAIN CONSULTING SAC-INFORMATION TECHNOLOGY BUSSINESS SAC ,249028
877,249036,CONSORCIO DE LOS GANADEROS DE LA PROVINCIA DE CHINCHEROS ,249036
878,249048,CONSORCIO LLICLLAO,249048
879,249055,GRUPO SUPERVISOR LIMA,249055
880,249056,CONSORCIO PYG DL NORTE,249056
881,249073,CONSORCIO PACIFICO,249073
882,249074,CONSORCIO TACORA,249074
883,249076,CONSORCIO SEÑOR DE MURUHUAY,249076
884,249079,CONSORCIO COSCOMBA,249079
885,249093,CONSORCIO AMAUTA,249093
886,249095,CONSORCIO PERUANO DE CONSERVACION,249095
887,249096,CONSORCIO CERROS DE AGUILA,249096
888,249114,CONSORCIO NATH PERU SAC - JWG SERVICIOS GRAFICOS EIRL,249114
889,249116,CONSORCIO CONSEM,249116
890,249119,COMERCIALIZADORA Y DISTRIBUIDORA OZKAR'S EIRL,249119
891,249120,CONSORCIO VIAL LLACCE,249120
892,249124,CONSORCIO SUMACC QUILLA ,249124
893,249125,GRUPO CORPORATIVO D LIMA ,249125
894,249127,CONSORCIO VIAL SANTA ROSA,249127
895,249134,CLUB DEL PUEBLO-JULIACA,249134
896,249136,CONSORCIO INGENIEROS ANCASH,249136
897,249142,CONSORCIO SUPERVISOR NUEVA ISLA,249142
898,249150,CONSORCIO SANCHEZ NUÑEZ MARIA FERNANDA ,249150
899,249152,CONSORCIO VIAL D&C,249152
900,249158,CONSORCIO OLMOS SEGURO,249158
901,249171,CONSORCIO HORUS,249171
902,249210,CONSORCIO SUPERVISOR PAUCARTAMBO,249210
903,249216,CONSORCIO JAHUA,249216
904,249224,CONSORCIO CHIARA,249224
905,249234,CONSORCIO DANIEL ALOMIA ROBLES,249234
906,249237,ARELI CRUZ MEDINA - MAYRA ORTIZ ZULOETA,249237
907,249249,CONSORCIO R Y J CONSULTORES,249249
908,249259,CONSORCIO SUPERVISOR LORETO,249259
909,249265,CONSORCIO PUMAPACHUPAN,249265
910,249289,CONSORCIO PALLPATA,249289
911,249301,consorcio eddy charito huaman chaparro y luis alberto aragon valer,249301
912,249304,CONSORCIO HUACHINO,249304
913,249325,CONSORCIO SAN ISIDRO,249325
914,249330,CONSORCIO P Y G DEL NORTE,249330
915,249344,CONSORCIO BYSG MILAGROS Y LORENA S.A.C./BYSG ESPRING S.A.C.,249344
916,249345,CONSORCIO BRASERIAS VILLARRUEL S.A.C./BYSG ESPRING S.A.C.,249345
917,249348,CONSORCIO TACNA,249348
918,249349,CONSORCIO SANTA ROSA,249349
919,249356,CNSORCIO ELECTRICIDAD,249356
920,249361,CONSORCIO LUIS ALBERTO VALER ARAGON & EDDY CH. HUAMAN CHAPARRO ,249361
921,249362,CONSORCIO STEMAR ,249362
922,249367,CONSORCIO SAN PEDRO,249367
923,249369,CONSORCIO SAN CARLOS,249369
924,249370,CONSORCIO J&I,249370
