,CodCte,RucCte,NomCte,CodTipCte
304,20146926062,20146926062,MUNICIPALIDAD DISTRITAL DE YURACMARCA,
305,20146926143,20146926143,MUNICIPALIDAD DISTRITAL DE HUATA - HUAYLAS,
306,20146926224,20146926224,MUNICIPALIDAD DISTRITAL DE MATO,
307,20146940642,20146940642,MUNICIPALIDAD DISTRITAL DE MARCA,
308,20146962611,20146962611,GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 14 - OYON,
309,20146979263,20146979263,MUNICIPALIDAD DISTRITAL DE SANTA CATALINA DE MOSSA,
310,20146979344,20146979344,MUNICIPALIDAD DISTRITAL DE CHALACO,
311,20146992367,20146992367,MUNICIPALIDAD DISTRITAL DE TAMARINDO,
312,20147026529,20147026529,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,
313,20147028491,20147028491,MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA - SAPALACHE,
314,20147030631,20147030631,MUNICIPALIDAD DISTRITAL DE LA MATANZA,
315,20147034467,20147034467,MUNICIPALIDAD DISTRITAL DE LAS LOMAS,
316,20147047950,20147047950,MUNICIPALIDAD DISTRITAL DE LOS ORGANOS,
317,20147082861,20147082861,SOCIEDAD DE BENEFICENCIA PUBLICA DE PIURA,
318,20147103299,20147103299,MUNICIPALIDAD DISTRITAL DE ETEN,
319,20147103370,20147103370,MUNICIPALIDAD DISTRITAL DE PACORA,
320,20147106981,20147106981,GOBIERNO REGIONAL DE LAMBAYEQUE-EDUCACION,
321,20147142197,20147142197,MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA,
322,20147161574,20147161574,MUNICIPALIDAD DISTRITAL DE PUNCHANA,
323,20147170565,20147170565,MUNICIPALIDAD DISTRITAL DE EL PORVENIR - TRUJILLO,
324,20147301333,20147301333,MUNICIPALIDAD DISTRITAL DE HUARO,
325,20147303115,20147303115,MUNICIPALIDAD DISTRITAL DE LAMAY,
326,20147346434,20147346434,MUNICIPALIDAD PROVINCIAL DE ESPINAR,
327,20147419504,20147419504,MUNICIPALIDAD DISTRITAL DE PICHIGUA,
328,20147419687,20147419687,MUNICIPALIDAD DISTRITAL DE COPORAQUE - ESPINAR,
329,20147419768,20147419768,MUNICIPALIDAD DISTRITAL DE CONDOROMA,
330,20147421070,20147421070,MUNICIPALIDAD PROVINCIAL DE CANCHIS - SICUANI,
331,20147495600,20147495600,MUNICIPALIDAD DISTRITAL DE CHECACUPE,
332,20147552506,20147552506,MUNICIPALIDAD DISTRITAL DE PISAC,
333,20147567449,20147567449,MUNICIPALIDAD PROVINCIAL DE URUBAMBA,
334,20147604310,20147604310,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU INCA,
335,20147626712,20147626712,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ICA S.A.,
336,20147632950,20147632950,MUNICIPALIDAD DISTRITAL DE LOMAS,
337,20147673478,20147673478,MUNICIPALIDAD DISTRITAL DE SUNAMPE,
338,20147676574,20147676574,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHINCHA,
339,20147682469,20147682469,MUNICIPALIDAD DISTRITAL DE BELLA UNION,
340,20147704373,20147704373,MUNICIPALIDAD PROVINCIAL DE PALPA,
341,20147705850,20147705850,MUNICIPALIDAD PROVINCIAL DE NAZCA,
342,20147706155,20147706155,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE - NAZCA,
343,20147711159,20147711159,MUNICIPALIDAD DISTRITAL DE SANTIAGO - ICA,
344,20147775122,20147775122,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL - MARISCAL NIETO,
345,20147796634,20147796634,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN - TACNA,
346,20147796715,20147796715,MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA,
347,20147796987,20147796987,MUNICIPALIDAD DISTRITAL DE POCOLLAY,
348,20147797011,20147797011,GOBIERNO REGIONAL DE TACNA ZONA FRANCA Y ZONA COMERCIAL DE TACNA - ZOFRATACNA,
349,20147797100,20147797100,MUNICIPALIDAD PROVINCIAL DE TACNA,
350,20147799498,20147799498,MUNICIPALIDAD PROVINCIAL DE TARATA,
351,20147897406,20147897406,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,
352,20147907487,20147907487,GOBIERNO REGIONAL DEL CALLAO - DIRECCION DE SALUD I CALLAO,
353,20147966904,20147966904,DIRECCION DE SALUD IV LIMA ESTE,
354,20148092282,20148092282,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,
355,20148138886,20148138886,INSTITUTO DEL MAR DEL PERU,
356,20148155381,20148155381,MUNICIPALIDAD DISTRITAL DE PARDO MIGUEL - NARANJOS,
357,20148157325,20148157325,MUNICIPALIDAD DISTRITAL DE MORALES,
358,20148157597,20148157597,MUNICIPALIDAD DISTRITAL DE JUAN GUERRA,
359,20148168955,20148168955,GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO,
360,20148169501,20148169501,MUNICIPALIDAD DISTRITAL DE CACATACHI,
361,20148170771,20148170771,MUNICIPALIDAD DISTRITAL DE SORITOR,
362,20148170852,20148170852,MUNICIPALIDAD DISTRITAL DE SAN FERNANDO,
363,20148170933,20148170933,MUNICIPALIDAD PROVINCIAL DE RIOJA,
364,20148181544,20148181544,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL,
365,20148182788,20148182788,MUNICIPALIDAD PROVINCIAL DE ABANCAY,
366,20148182869,20148182869,MUNICIPALIDAD DISTRITAL DE PICHIRHUA,
367,20148182940,20148182940,MUNICIPALIDAD DISTRITAL DE CAPAYA,
368,20148183083,20148183083,MUNICIPALIDAD DISTRITAL DE SORAYA,
369,20148183164,20148183164,MUNICIPALIDAD DISTRITAL DE GAMARRA,
370,20148184136,20148184136,MUNICIPALIDAD DISTRITAL DE PATAYPAMPA,
371,20148241385,20148241385,MUNICIPALIDAD DISTRITAL DE HUALMAY,
372,20148258601,20148258601,UNIVERSIDAD NACIONAL DE CAJAMARCA,
373,20148260843,20148260843,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA,
374,20148261572,20148261572,MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,
375,20148288853,20148288853,MUNICIPALIDAD PROVINCIAL DE CAJABAMBA,
376,20148289825,20148289825,MUNICIPALIDAD PROVINCIAL DE CELENDIN,
377,20148290165,20148290165,MUNICIPALIDAD DISTRITAL DE TONGOD,
378,20148291218,20148291218,MUNICIPALIDAD DISTRITAL DE SITACOCHA,
379,20148304565,20148304565,SOCIEDAD DE BENEFICENCIA PUBLICA DE CAJAMARCA,
380,20148309109,20148309109,UNIVERSIDAD NACIONAL DEL SANTA,
381,20148346055,20148346055,GOBIERNO REGIONAL DE LAMBAYEQUE - PROYECTO ESPECIAL OLMOS - TINAJONES,
382,20148364975,20148364975,MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ,
383,20148420719,20148420719,MUNICIPALIDAD DISTRITAL DE MARCONA,
384,20148420981,20148420981,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - ICA,
385,20148421014,20148421014,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,
386,20148421103,20148421103,MUNICIPALIDAD PROVINCIAL DE PISCO,
387,20148445037,20148445037,MUNICIPALIDAD DISTRITAL DE MORROPON,
388,20153016608,20153016608,POLICIA NACIONAL DEL PERU - FONDO DE VIVIENDA POLICIAL,
389,20153219118,20153219118,HOSPITAL NACIONAL HIPOLITO UNANUE,
390,20153408191,20153408191,MARINA DE GUERRA DEL PERU,
391,20154432516,20154432516,MUNICIPALIDAD DISTRITAL DE SANTIAGO - CUSCO,
392,20154435965,20154435965,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,
393,20154440373,20154440373,MUNICIPALIDAD PROVINCIAL DE CANETE - SAN VICENTE DE CANETE,
394,20154441779,20154441779,MUNICIPALIDAD PROVINCIAL DE ANGARAES - LIRCAY,
395,20154441850,20154441850,MUNICIPALIDAD DISTRITAL DE CONAYCA,
396,20154441931,20154441931,MUNICIPALIDAD DISTRITAL DE MANTA,
397,20154442074,20154442074,MUNICIPALIDAD DISTRITAL DE PILCHACA,
398,20154442155,20154442155,MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA,
399,20154442589,20154442589,MUNICIPALIDAD DISTRITAL DE CONGALLA,
400,20154442660,20154442660,MUNICIPALIDAD DISTRITAL DE CHINCHO,
401,20154442741,20154442741,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE ANTAPARCO,
402,20154442821,20154442821,MUNICIPALIDAD DISTRITAL DE ANCHONGA,
403,20154443046,20154443046,MUNICIPALIDAD DISTRITAL DE HUAYLLAY GRANDE,
404,20154443127,20154443127,MUNICIPALIDAD DISTRITAL DE SECCLLA,
405,20154443399,20154443399,MUNICIPALIDAD DISTRITAL DE JULCAMARCA,
406,20154443470,20154443470,MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,
407,20154446738,20154446738,MINAG - PROYECTO ESPECIAL BINACIONAL PUYANGO - TUMBES,
408,20154469941,20154469941,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA,
409,20154470108,20154470108,MUNICIPALIDAD DISTRITAL DE SAMEGUA,
410,20154470281,20154470281,ZONA REGISTRAL NÂ° XIII SEDE TACNA,
411,20154470361,20154470361,SOCIEDAD DE BENEFICENCIA PUBLICA DE MOQUEGUA,
412,20154477021,20154477021,MUNICIPALIDAD PROVINCIAL DE SULLANA,
413,20154477293,20154477293,MUNICIPALIDAD DISTRITAL DE BELLAVISTA - SULLANA,
414,20154477374,20154477374,MUNICIPALIDAD PROVINCIAL DE PIURA,
415,20154477536,20154477536,GOBIERNO REGIONAL DE PIURA - PROYECTO ESPECIAL CHIRA PIURA,
416,20154489895,20154489895,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,
417,20154491105,20154491105,MUNICIPALIDAD DISTRITAL DE PACOCHA,
418,20154491288,20154491288,MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL,
419,20154491873,20154491873,MUNICIPALIDAD PROVINCIAL DE ILO,
420,20154528971,20154528971,HOSPITAL CAYETANO HEREDIA,
421,20154544667,20154544667,MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO,
422,20154546872,20154546872,MUNICIPALIDAD PROVINCIAL DE HUALLAGA - SAPOSOA,
423,20154546953,20154546953,MUNICIPALIDAD PROVINCIAL DE PICOTA,
424,20154547097,20154547097,MUNICIPALIDAD PROVINCIAL DE EL DORADO VILLA SAN JOSE DE SISA,
425,20154547259,20154547259,GOBIERNO REGIONAL DE SAN MARTIN-SALUD,
426,20154547411,20154547411,MUNICIPALIDAD DISTRITAL DE SAN HILARION,
427,20154550128,20154550128,MUNICIPALIDAD DISTRITAL DE EL ESLABON,
428,20154571800,20154571800,MUNICIPALIDAD DISTRITAL DE COTARUSE,
429,20154572792,20154572792,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO,
430,20154598244,20154598244,UNIVERSIDAD NACIONAL DE UCAYALI,
431,20154601211,20154601211,MUNICIPALIDAD DISTRITAL DE YURUA,
432,20154601644,20154601644,MUNICIPALIDAD DISTRITAL DE CAMPO VERDE,
433,20154605046,20154605046,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION,
434,20154623290,20154623290,MUNICIPALIDAD PROVINCIAL DE DANIEL CARRION - YANAHUANCA,
435,20154768859,20154768859,GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 15 - HUAROCHIRI,
436,20154996991,20154996991,HOSPITAL NACIONAL ARZOBISPO LOAYZA,
437,20155012359,20155012359,MUNICIPALIDAD PROVINCIAL DE HUACAYBAMBA,
438,20155012430,20155012430,MUNICIPALIDAD DISTRITAL DE CANCHABAMBA,
439,20155012511,20155012511,MUNICIPALIDAD DISTRITAL DE CONGAS,
440,20155140942,20155140942,CENTRO VACACIONAL HUAMPANI,
441,20155998556,20155998556,MUNICIPALIDAD DISTRITAL DE LUNAHUANA,
442,20155998718,20155998718,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES,
443,20155998807,20155998807,MUNICIPALIDAD DISTRITAL DE CHOCOS,
444,20156002926,20156002926,MUNICIPALIDAD DISTRITAL DE PISUQUIA,
445,20156003060,20156003060,MUNICIPALIDAD PROVINCIAL DE BAGUA,
446,20156003141,20156003141,MUNICIPALIDAD DISTRITAL DE MAGDALENA - CHACHAPOYAS,
447,20156003736,20156003736,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LOPECANCHA,
448,20156003817,20156003817,GOBIERNO REGIONAL DE ANCASH-SALUD ANCASH,
449,20156046974,20156046974,MINAG - PROYECTO ESPECIAL JEQUETEPEQUE - ZANA,
450,20156058719,20156058719,GOBIERNO REGIONAL DE LA LIBERTAD - PROYECTO ESPECIAL CHAVIMOCHIC,
451,20156074242,20156074242,MUNICIPALIDAD PROVINCIAL DE CALCA,
452,20156176240,20156176240,GOBIERNO REGIONAL DE JUNIN - UNIDAD TERRITORIAL DE SALUD JAUJA,
453,20156476804,20156476804,MUNICIPALIDAD DISTRITAL DE YURACYACU,
454,20156481476,20156481476,MUNICIPALIDAD DISTRITAL DE TAPAYRIHUA,
455,20156602524,20156602524,MUNICIPALIDAD DISTRITAL DE MACARI,
456,20156656021,20156656021,MUNICIPALIDAD DISTRITAL DE PALCAZU,
457,20156695948,20156695948,MUNICIPALIDAD DISTRITAL DE CALLANMARCA,
458,20156696596,20156696596,MUNICIPALIDAD PROVINCIAL DE TUMBES,
459,20156954986,20156954986,MUNICIPALIDAD DISTRITAL DE PAPAPLAYA,
460,20156959783,20156959783,MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS,
461,20156963896,20156963896,MUNICIPALIDAD DISTRITAL DE HUACCANA,
462,20158219655,20158219655,SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO,
463,20158820260,20158820260,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUACHO,
464,20158823951,20158823951,SOCIEDAD DE BENEFICENCIA PUBLICA DE BARRANCA,
465,20158835887,20158835887,MUNICIPALIDAD DISTRITAL DE LANCONES,
466,20158863074,20158863074,MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO,
467,20158887259,20158887259,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE,
468,20158906903,20158906903,MUNICIPALIDAD DISTRITAL DE ACCHA,
469,20158907039,20158907039,MUNICIPALIDAD DISTRITAL DE CCAPI,
470,20158936306,20158936306,MUNICIPALIDAD DISTRITAL DE CUYOCUYO,
471,20158939313,20158939313,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - CANETE,
472,20158939402,20158939402,MUNICIPALIDAD DISTRITAL DE SAN LUIS - CANETE,
473,20158939585,20158939585,MUNICIPALIDAD DISTRITAL DE COAYLLO,
474,20158939666,20158939666,MUNICIPALIDAD DISTRITAL DE MALA,
475,20158997941,20158997941,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO,
476,20159008062,20159008062,MUNICIPALIDAD DISTRITAL DE COLPAS,
477,20159199062,20159199062,SOCIEDAD DE BENEFICENCIA PUBLICA DE SULLANA,
478,20159215106,20159215106,MUNICIPALIDAD DISTRITAL DE MARCAVELICA,
479,20159229581,20159229581,MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR,
480,20159249698,20159249698,MUNICIPALIDAD DISTRITAL DE CATACAOS,
481,20159249779,20159249779,MUNICIPALIDAD DISTRITAL DE VICE,
482,20159308538,20159308538,MUNICIPALIDAD DISTRITAL DE ACOPIA,
483,20159308619,20159308619,MUNICIPALIDAD DISTRITAL DE OMACHA,
484,20159308708,20159308708,MUNICIPALIDAD PROVINCIAL DE PARURO,
485,20159308881,20159308881,MUNICIPALIDAD DISTRITAL DE WANCHAQ,
486,20159308961,20159308961,MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,
487,20159309003,20159309003,MUNICIPALIDAD DISTRITAL DE ZURITE,
488,20159309933,20159309933,MUNICIPALIDAD DISTRITAL DE KCOSNIPATA,
489,20159310192,20159310192,MUNICIPALIDAD DISTRITAL DE PUCYURA,
490,20159311598,20159311598,GOBIERNO REGIONAL DE CUSCO - PROYECTO ESPECIAL REGIONAL PLAN COPESCO,
491,20159312055,20159312055,MUNICIPALIDAD DISTRITAL DE LARES,
492,20159316981,20159316981,GOBIERNO REGIONAL DE CUSCO-INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE( IMA),
493,20159329535,20159329535,MUNICIPALIDAD DISTRITAL DE POMACANCHI,
494,20159340008,20159340008,MUNICIPALIDAD DISTRITAL DE SANTA TERESA,
495,20159340181,20159340181,MUNICIPALIDAD DISTRITAL DE SAN PABLO - CANCHIS,
496,20159345492,20159345492,MUNICIPALIDAD DISTRITAL DE SAN PEDRO - CANCHIS,
497,20159345573,20159345573,MUNICIPALIDAD DISTRITAL DE PITUMARCA,
498,20159363121,20159363121,MUNICIPALIDAD DISTRITAL DE HUANOQUITE,
499,20159368271,20159368271,MUNICIPALIDAD DISTRITAL DE ECHARATI,
500,20159377424,20159377424,MUNICIPALIDAD DISTRITAL DE YUCAY,
501,20159377696,20159377696,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA - URUBAMBA,
502,20159386253,20159386253,MUNICIPALIDAD DISTRITAL DE SAN JERONIMO - CUSCO,
503,20159386415,20159386415,MUNICIPALIDAD DISTRITAL DE QUIQUIJANA,
504,20159410499,20159410499,MUNICIPALIDAD DISTRITAL DE COAZA,
505,20159515240,20159515240,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,
506,20159714285,20159714285,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,
507,20159855938,20159855938,HOSPITAL NACIONAL VICTOR LARCO HERRERA,
508,20159981216,20159981216,PODER JUDICIAL,
509,20160213346,20160213346,UNIVERSIDAD NACIONAL DE MUSICA,
510,20160388570,20160388570,HOSPITAL NACIONAL DOS DE MAYO,
511,20160588234,20160588234,HOSPITAL NACIONAL SERGIO E. BERNALES,
512,20160766191,20160766191,UNIVERSIDAD NACIONAL SAN MARTIN,
513,20160770032,20160770032,MUNICIPALIDAD DISTRITAL DE UCHIZA,
514,20160852195,20160852195,MUNICIPALIDAD DISTRITAL DE CERRO AZUL,
515,20160927896,20160927896,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,
516,20160934591,20160934591,MUNICIPALIDAD DISTRITAL DE CHAGLLA,
517,20161052524,20161052524,MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUACAYBAMBA,
518,20161096068,20161096068,MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA,
519,20161101240,20161101240,MUNICIPALIDAD DISTRITAL DE COLCHA,
520,20161139646,20161139646,MUNICIPALIDAD DISTRITAL DE PUSI,
521,20161205371,20161205371,MUNICIPALIDAD DISTRITAL DE RONDOCAN,
522,20161209792,20161209792,MUNICIPALIDAD DISTRITAL DE VELILLE,
523,20161244512,20161244512,MUNICIPALIDAD PROVINCIAL DE CHUCUITO - JULI,
524,20161250911,20161250911,MUNICIPALIDAD DISTRITAL DE COPANI,
525,20161255638,20161255638,MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,
526,20161266753,20161266753,MUNICIPALIDAD DISTRITAL DE VILQUECHICO,
527,20161350461,20161350461,MUNICIPALIDAD PROVINCIAL DE AYABACA,
528,20161411605,20161411605,MUNICIPALIDAD DISTRITAL DE SUYO,
529,20161458075,20161458075,MUNICIPALIDAD DISTRITAL DE LOBITOS,
530,20161499936,20161499936,MUNICIPALIDAD DISTRITAL DE EL TALLAN,
531,20161704378,20161704378,DESPACHO PRESIDENCIAL,
532,20161749126,20161749126,CONGRESO DE LA REPUBLICA,
533,20162041291,20162041291,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA,
534,20162086716,20162086716,GOBIERNO REGIONAL DE LIMA - DIRECCION DE SALUD III LIMA NORTE,
535,20162117379,20162117379,PROYECTO ESPECIAL BINACIONAL LAGO TITICACA,
536,20162161866,20162161866,MUNICIPALIDAD DISTRITAL DE OLLACHEA,
537,20162185617,20162185617,MUNICIPALIDAD DISTRITAL DE ANANEA,
538,20162197461,20162197461,GOBIERNO REGIONAL DE LIMA - HOSPITAL HUACHO-HUAURA-OYON Y SERVICIOS BASICOS DE SALUD,
539,20162213254,20162213254,MUNICIPALIDAD DISTRITAL DE LAGUNAS - CHICLAYO,
540,20162275012,20162275012,EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE MOYOBAMBA SOCIEDAD ANONIMA,
541,20162281845,20162281845,MUNICIPALIDAD PROVINCIAL DE MANU,
542,20162290089,20162290089,MUNICIPALIDAD DISTRITAL DE IMPERIAL,
543,20162298659,20162298659,MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,
544,20162310888,20162310888,MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,
545,20162315502,20162315502,MUNICIPALIDAD PROVINCIAL DE TAHUAMANU - INAPARI,
546,20162316495,20162316495,MUNICIPALIDAD PROVINCIAL DE HUAYTARA,
547,20162332261,20162332261,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN,
548,20162338545,20162338545,MUNICIPALIDAD DISTRITAL DE SANTA RITA DE SIGUAS,
549,20162361440,20162361440,MUNICIPALIDAD PROVINCIAL DE PAITA,
550,20162368452,20162368452,MUNICIPALIDAD PROVINCIAL DE FERRENAFE,
551,20162368533,20162368533,MUNICIPALIDAD DISTRITAL DE NUEVA ARICA,
552,20162368614,20162368614,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - CHICLAYO,
553,20162368703,20162368703,MUNICIPALIDAD DISTRITAL DE MOTUPE,
554,20162405919,20162405919,MUNICIPALIDAD DISTRITAL DE ACARI,
555,20162406052,20162406052,GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA,
556,20162427301,20162427301,MUNICIPALIDAD DISTRITAL DE PARACAS,
557,20162456408,20162456408,MUNICIPALIDAD DISTRITAL DE EL INGENIO,
558,20162457048,20162457048,SOCIEDAD DE BENEFICENCIA PUBLICA DE NAZCA,
559,20162483715,20162483715,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PISCO,
560,20162507754,20162507754,SOCIEDAD DE BENEFICENCIA PUBLICA DE TARMA,
561,20162536771,20162536771,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,
562,20162537319,20162537319,MUNICIPALIDAD DISTRITAL DE PAUCAR,
563,20162538391,20162538391,MUNICIPALIDAD DISTRITAL DE CHACAYAN,
564,20162538714,20162538714,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,
565,20162554167,20162554167,GOBIERNO REGIONAL DE AREQUIPA - PROYECTO ESPECIAL MAJES-SIGUAS AUTODEMA,
566,20162586956,20162586956,MUNICIPALIDAD DISTRITAL DE YANAHUARA,
567,20162664426,20162664426,MUNICIPALIDAD DISTRITAL DE YAUCA,
568,20162978447,20162978447,MUNICIPALIDAD DISTRITAL DE PUCACACA,
569,20162978528,20162978528,MUNICIPALIDAD DISTRITAL DE BUENOS AIRES - PICOTA,
570,20162983793,20162983793,MUNICIPALIDAD PROVINCIAL DE LAMAS,
571,20163027080,20163027080,MUNICIPALIDAD DISTRITAL DE KISHUARA,
572,20163027161,20163027161,MUNICIPALIDAD DISTRITAL DE IHUAYLLO,
573,20163031192,20163031192,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI,
574,20163033136,20163033136,MUNICIPALIDAD DISTRITAL DE LAMBRAMA,
575,20163051118,20163051118,MUNICIPALIDAD DISTRITAL DE CHANCAY - HUARAL,
576,20163065330,20163065330,MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE,
577,20163069831,20163069831,MUNICIPALIDAD DISTRITAL DE VILCABAMBA - DANIEL A. CARRION,
578,20163109647,20163109647,MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO,
579,20163126908,20163126908,MUNICIPALIDAD DISTRITAL DE SANTO TOMAS - CUTERVO,
580,20163164401,20163164401,MUNICIPALIDAD DISTRITAL DE SAN JOSE - LAMBAYEQUE,
581,20163212227,20163212227,MUNICIPALIDAD DISTRITAL DE FITZCARRALD,
582,20163449669,20163449669,SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CHINCHA S.A.,
583,20163549027,20163549027,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO VIRGEN DE GUADALUPE DEL SUR S.A.,
584,20163557127,20163557127,MUNICIPALIDAD DISTRITAL DE HUANCANO,
585,20163579791,20163579791,MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE,
586,20163582156,20163582156,ZONA REGISTRAL NÂ° XI SEDE ICA,
587,20163611512,20163611512,MUNICIPALIDAD DISTRITAL DE MIRAFLORES - AREQUIPA,
588,20163646499,20163646499,UNIVERSIDAD NACIONAL SAN AGUSTIN,
589,20163654246,20163654246,GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD - HOSPITAL GOYENECHE,
590,20163686105,20163686105,GOBIERNO REGIONAL DE JUNIN-SALUD,
591,20163707463,20163707463,MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO,
592,20163730104,20163730104,MUNICIPALIDAD DISTRITAL DE CALLAHUANCA,
593,20163777917,20163777917,MUNICIPALIDAD DISTRITAL DE EL ORO,
594,20163779707,20163779707,GOBIERNO REGIONAL DE APURIMAC-SALUD APURIMAC,
595,20163781949,20163781949,MUNICIPALIDAD DISTRITAL DE URANMARCA,
596,20163795494,20163795494,MUNICIPALIDAD DISTRITAL DE VEGUETA,
597,20163817218,20163817218,SOCIEDAD DE BENEFICENCIA PUBLICA DE LAMBAYEQUE,
598,20163833094,20163833094,GOBIERNO REGIONAL DE LAMBAYEQUE-SALUD,
599,20163866855,20163866855,MUNICIPALIDAD DISTRITAL DE SALAS - LAMBAYEQUE,
600,20163947693,20163947693,EMPRESA MUNICIPAL DE SANEAMIENTO BASICO DE PUNO SOCIEDAD ANONIMA,
601,20163949980,20163949980,MUNICIPALIDAD DISTRITAL DE TINTAY,
602,20164032613,20164032613,MUNICIPALIDAD DISTRITAL DE PIMENTEL,
603,20164032702,20164032702,MUNICIPALIDAD DISTRITAL DE CHONGOYAPE,
604,20164091466,20164091466,MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC,
605,20164091547,20164091547,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,
606,20164108539,20164108539,MUNICIPALIDAD DISTRITAL DE HUARANCHAL,
607,20164359701,20164359701,GOBIERNO REGIONAL DE ANCASH - PROYECTO ESPECIAL CHINECAS,
608,20164370349,20164370349,MUNICIPALIDAD DISTRITAL DE CHINCHERO,
609,20164449875,20164449875,MUNICIPALIDAD DISTRITAL DE CHACHAS,
610,20164503080,20164503080,FONDO METROPOLITANO DE INVERSIONES,
611,20164792685,20164792685,MUNICIPALIDAD DISTRITAL DE SANTA MARIA DE CHICMO,
612,20165191383,20165191383,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - PUNO,
613,20165191464,20165191464,MUNICIPALIDAD DISTRITAL DE KELLUYO,
614,20165192355,20165192355,MUNICIPALIDAD DISTRITAL DE MANAZO,
615,20165192436,20165192436,MUNICIPALIDAD DISTRITAL DE AMANTANI,
616,20165195290,20165195290,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA,
