,CodProSel,CodPip,FacProSel,DesProSel,TipProSel,FecProSel
263,462,2080382,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,18/12/2020
264,463,2080382,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,4/01/2021
265,464,2080382,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,15/01/2021
266,465,2080382,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,29/01/2021
267,466,2080382,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/06/2020
268,467,2080382,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,21/12/2020
269,468,2080382,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,5/01/2021
270,469,2080382,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,10/02/2021
271,470,2080382,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
272,481,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Actuaciones Preparatorias,PROGRAMADA,17/04/2017
273,482,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Convocatoria,PROGRAMADA,12/05/2017
274,483,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Integracion de Bases,PROGRAMADA,19/07/2017
275,484,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Buena Pro,PROGRAMADA,1/08/2017
276,485,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Suscripcion de Contrato,PROGRAMADA,11/08/2017
277,486,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Suscripcion de Contrato,ACTUALIZADA,
278,487,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
279,488,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Convocatoria,ACTUALIZADA,
280,489,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Integracion de Bases,ACTUALIZADA,
281,490,2081322,SISTEMA DE DRENAJE PLUVIAL DE LA MARGEN IZQUIERDA DEL RIO ALAMEDA Y CENTRO HISTORICO DE LA CIUDAD DE AYACUCHO,Fecha de Buena Pro,ACTUALIZADA,
282,491,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,21/07/2017
283,492,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Convocatoria,PROGRAMADA,21/07/2017
284,493,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Integracion de Bases,PROGRAMADA,30/10/2017
285,494,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Buena Pro,PROGRAMADA,12/12/2017
286,495,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Suscripcion de Contrato,PROGRAMADA,28/12/2017
287,496,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,
288,497,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
289,498,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Integracion de Bases,ACTUALIZADA,
290,499,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Buena Pro,ACTUALIZADA,
291,500,2081692,SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Convocatoria,ACTUALIZADA,
292,539,2084263,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,
293,540,2084263,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,
294,541,2084263,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,
295,542,2084263,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,
296,543,2084263,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,
297,544,2084263,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,6/08/2019
298,545,2084263,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,30/10/2019
299,546,2084263,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,13/11/2019
300,547,2084263,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,21/11/2019
301,548,2084263,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,11/12/2019
302,562,2089174,obras civiles,Fecha de Actuaciones Preparatorias,PROGRAMADA,31/03/2017
303,563,2089174,obras civiles,Fecha de Convocatoria,PROGRAMADA,4/05/2017
304,564,2089174,obras civiles,Fecha de Integracion de Bases,PROGRAMADA,26/05/2017
305,565,2089174,obras civiles,Fecha de Buena Pro,PROGRAMADA,9/06/2017
306,566,2089174,obras civiles,Fecha de Suscripcion de Contrato,PROGRAMADA,5/07/2017
307,567,2089174,obras civiles,Fecha de Actuaciones Preparatorias,ACTUALIZADA,31/03/2017
308,568,2089174,obras civiles,Fecha de Convocatoria,ACTUALIZADA,4/05/2017
309,569,2089174,obras civiles,Fecha de Integracion de Bases,ACTUALIZADA,31/05/2017
310,570,2089174,obras civiles,Fecha de Buena Pro,ACTUALIZADA,20/06/2017
311,571,2089174,obras civiles,Fecha de Suscripcion de Contrato,ACTUALIZADA,20/07/2017
312,667,2087301,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,16/09/2015
313,668,2087301,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,18/11/2015
314,669,2087301,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,12/02/2016
315,670,2087301,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,12/02/2016
316,671,2087301,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,26/02/2016
317,672,2087301,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,16/09/2015
318,673,2087301,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,18/11/2015
319,674,2087301,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,12/02/2016
320,675,2087301,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,12/02/2016
321,676,2087301,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,26/02/2016
322,697,2088621,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,11/09/2018
323,698,2088621,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,11/09/2018
324,699,2088621,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,24/09/2018
325,700,2088621,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,28/09/2018
326,701,2088621,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,26/10/2018
327,702,2088621,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,11/09/2018
328,703,2088621,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,11/09/2018
329,704,2088621,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,24/09/2018
330,705,2088621,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,28/09/2018
331,706,2088621,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,26/10/2018
332,716,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,10/08/2018
333,717,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Convocatoria,PROGRAMADA,24/08/2018
334,718,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Integracion de Bases,PROGRAMADA,6/09/2018
335,719,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Buena Pro,PROGRAMADA,14/09/2018
336,720,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Suscripcion de Contrato,PROGRAMADA,27/09/2018
337,721,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,10/08/2018
338,722,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Convocatoria,ACTUALIZADA,24/08/2018
339,723,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Integracion de Bases,ACTUALIZADA,6/09/2018
340,724,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Buena Pro,ACTUALIZADA,14/09/2018
341,725,2048959,INFRAESTRUCTURA INTEGRAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,27/09/2018
342,756,2055880,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,6/08/2019
343,757,2055880,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,9/08/2019
344,758,2055880,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,14/08/2019
345,759,2055880,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,15/08/2019
346,760,2055880,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,16/08/2019
347,761,2055880,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,6/08/2019
348,762,2055880,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,9/08/2019
349,763,2055880,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,14/08/2019
350,764,2055880,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,15/08/2019
351,765,2055880,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,16/08/2019
352,786,2056427,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,20/08/2019
353,787,2056427,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,21/08/2019
354,788,2056427,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,27/09/2019
355,789,2056427,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,15/11/2019
356,790,2056427,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,25/11/2019
357,791,2056427,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,27/12/2019
358,792,2056427,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,30/12/2019
359,793,2056427,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,8/01/2020
360,794,2056427,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,24/01/2020
361,795,2056427,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,13/02/2020
362,796,2057346,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,31/08/2018
363,797,2057346,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,6/09/2018
364,798,2057346,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,6/11/2018
365,799,2057346,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,28/11/2018
366,800,2057346,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,18/12/2018
367,801,2057346,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,31/08/2018
368,802,2057346,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,6/09/2018
369,803,2057346,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,6/11/2018
370,804,2057346,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,28/11/2018
371,805,2057346,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,18/12/2018
372,816,2058512,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,13/07/2020
373,817,2058512,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,16/07/2020
374,818,2058512,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,21/07/2020
375,819,2058512,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,31/07/2020
376,820,2058512,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,10/08/2020
377,821,2058512,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
378,822,2058512,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
379,823,2058512,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
380,824,2058512,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
381,825,2058512,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
382,826,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,29/08/2017
383,827,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,11/09/2017
384,828,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,3/10/2017
385,829,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,6/11/2017
386,830,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,11/12/2017
387,831,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,29/08/2017
388,832,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,11/09/2017
389,833,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,20/10/2017
390,834,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,6/11/2017
391,835,2060479,CONSTRUCCION DE INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,12/12/2017
392,866,2065339,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,25/08/2016
393,867,2065339,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,19/09/2016
394,868,2065339,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,27/12/2016
395,869,2065339,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,18/01/2017
396,870,2065339,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,3/03/2017
397,871,2065339,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,25/08/2016
398,872,2065339,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,19/09/2016
399,873,2065339,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,27/12/2016
400,874,2065339,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,18/01/2017
401,875,2065339,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,3/03/2017
402,876,2065891,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,24/09/2015
403,877,2065891,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,6/10/2015
404,878,2065891,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,9/10/2015
405,879,2065891,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,9/10/2015
406,880,2065891,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,3/11/2015
407,881,2065891,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,24/09/2015
408,882,2065891,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,6/10/2015
409,883,2065891,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,9/10/2015
410,884,2065891,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,9/10/2015
411,885,2065891,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,3/11/2015
412,896,2068770,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,24/08/2020
413,897,2068770,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,24/09/2020
414,898,2068770,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,28/10/2020
415,899,2068770,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,16/11/2020
416,900,2068770,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,16/12/2020
417,901,2068770,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,24/08/2020
418,902,2068770,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,24/09/2020
419,903,2068770,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,28/10/2020
420,904,2068770,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,16/11/2020
421,905,2068770,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,16/12/2020
422,906,2070201,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,27/04/2017
423,907,2070201,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,27/04/2017
424,908,2070201,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,10/07/2017
425,909,2070201,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,26/07/2017
426,910,2070201,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,23/08/2017
427,911,2070201,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
428,912,2070201,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
429,913,2070201,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
430,914,2070201,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
431,915,2070201,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
432,916,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Actuaciones Preparatorias,PROGRAMADA,15/06/2018
433,917,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Convocatoria,PROGRAMADA,19/06/2018
434,918,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Integracion de Bases,PROGRAMADA,9/07/2018
435,919,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Buena Pro,PROGRAMADA,20/07/2018
436,920,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Suscripcion de Contrato,PROGRAMADA,7/08/2018
437,921,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,15/06/2018
438,922,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Convocatoria,ACTUALIZADA,19/06/2018
439,923,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Integracion de Bases,ACTUALIZADA,9/07/2018
440,924,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Buena Pro,ACTUALIZADA,20/07/2018
441,925,2070823,SISTEMA DE ALCANTARILLADO,Fecha de Suscripcion de Contrato,ACTUALIZADA,7/08/2018
442,936,2074583,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,2/11/2020
443,937,2074583,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,6/11/2020
444,938,2074583,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,1/12/2020
445,939,2074583,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,29/12/2020
446,940,2074583,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,5/01/2021
447,941,2074583,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,3/11/2020
448,942,2074583,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,6/11/2020
449,943,2074583,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,1/12/2020
450,944,2074583,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,29/12/2020
451,945,2074583,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,12/01/2021
452,946,2074722,Pavimentacion y veredas,Fecha de Convocatoria,PROGRAMADA,
453,947,2074722,Pavimentacion y veredas,Fecha de Buena Pro,PROGRAMADA,
454,948,2074722,Pavimentacion y veredas,Fecha de Suscripcion de Contrato,PROGRAMADA,
455,949,2074722,Pavimentacion y veredas,Fecha de Integracion de Bases,PROGRAMADA,
456,950,2074722,Pavimentacion y veredas,Fecha de Actuaciones Preparatorias,PROGRAMADA,
457,951,2074722,Pavimentacion y veredas,Fecha de Actuaciones Preparatorias,ACTUALIZADA,8/08/2020
458,952,2074722,Pavimentacion y veredas,Fecha de Convocatoria,ACTUALIZADA,8/09/2020
459,953,2074722,Pavimentacion y veredas,Fecha de Integracion de Bases,ACTUALIZADA,15/09/2020
460,954,2074722,Pavimentacion y veredas,Fecha de Buena Pro,ACTUALIZADA,5/10/2020
461,955,2074722,Pavimentacion y veredas,Fecha de Suscripcion de Contrato,ACTUALIZADA,30/10/2020
462,956,2077278,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,10/01/2020
463,957,2077278,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,20/01/2020
464,958,2077278,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,24/01/2020
465,959,2077278,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,5/02/2020
466,960,2077278,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,25/02/2020
467,961,2077278,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,10/01/2020
468,962,2077278,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,20/01/2020
469,963,2077278,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,24/01/2020
470,964,2077278,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,5/02/2020
471,965,2077278,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,25/02/2020
472,976,2077750,INTALACIONES SANITARIAS,Fecha de Integracion de Bases,PROGRAMADA,2/02/2009
473,977,2077750,INTALACIONES SANITARIAS,Fecha de Actuaciones Preparatorias,PROGRAMADA,2/02/2009
474,978,2077750,INTALACIONES SANITARIAS,Fecha de Suscripcion de Contrato,PROGRAMADA,2/02/2009
475,979,2077750,INTALACIONES SANITARIAS,Fecha de Buena Pro,PROGRAMADA,2/02/2009
476,980,2077750,INTALACIONES SANITARIAS,Fecha de Convocatoria,PROGRAMADA,2/02/2009
477,981,2077750,INTALACIONES SANITARIAS,Fecha de Integracion de Bases,ACTUALIZADA,2/02/2009
478,982,2077750,INTALACIONES SANITARIAS,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/02/2009
479,983,2077750,INTALACIONES SANITARIAS,Fecha de Suscripcion de Contrato,ACTUALIZADA,2/02/2009
480,984,2077750,INTALACIONES SANITARIAS,Fecha de Buena Pro,ACTUALIZADA,2/02/2009
481,985,2077750,INTALACIONES SANITARIAS,Fecha de Convocatoria,ACTUALIZADA,2/02/2009
482,1040,2099672,TALLERES DE CAPACITACION,Fecha de Buena Pro,ACTUALIZADA,
483,1041,2099672,TALLERES DE CAPACITACION,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
484,1042,2099672,TALLERES DE CAPACITACION,Fecha de Convocatoria,ACTUALIZADA,
485,1043,2099672,TALLERES DE CAPACITACION,Fecha de Integracion de Bases,ACTUALIZADA,
486,1044,2099672,TALLERES DE CAPACITACION,Fecha de Suscripcion de Contrato,ACTUALIZADA,
487,1045,2100683,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,20/08/2019
488,1046,2100683,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,27/08/2019
489,1047,2100683,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,5/09/2019
490,1048,2100683,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,3/12/2019
491,1049,2100683,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,20/08/2019
492,1050,2100683,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,27/08/2019
493,1051,2100683,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,5/09/2019
494,1052,2100683,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,12/09/2019
495,1053,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Actuaciones Preparatorias,PROGRAMADA,18/10/2018
496,1054,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Convocatoria,PROGRAMADA,19/10/2018
497,1055,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Integracion de Bases,PROGRAMADA,3/12/2018
498,1056,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Buena Pro,PROGRAMADA,7/12/2018
499,1057,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Suscripcion de Contrato,PROGRAMADA,28/12/2018
500,1058,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Actuaciones Preparatorias,ACTUALIZADA,18/10/2018
501,1059,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Convocatoria,ACTUALIZADA,19/10/2018
502,1060,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Integracion de Bases,ACTUALIZADA,3/12/2018
503,1061,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Buena Pro,ACTUALIZADA,7/12/2018
504,1062,2102471,INSTITUCION EDUCATIVA CON EQUIPAMIENTO Y MOBILIARIO INSTALADO,Fecha de Suscripcion de Contrato,ACTUALIZADA,28/12/2018
505,1063,2103244,6. INFRAESTRUCTURA VIAL ADECUADA - BARRIO VISTA ALEGRE,Fecha de Actuaciones Preparatorias,PROGRAMADA,20/11/2019
506,1064,2103244,6. INFRAESTRUCTURA VIAL ADECUADA - BARRIO VISTA ALEGRE,Fecha de Convocatoria,PROGRAMADA,4/12/2019
