,CodItem,DesCubItem
463,5796,DESENGRASANTE DE MOTOR X 500 mL
464,5799,DESENGRASANTE MULTIUSO LIQUIDO X 500 mL
465,5811,DETERGENTE EN CREMA
466,5812,DETERGENTE EN GEL
467,5813,JABON EN ESCAMAS PARA ROPA
468,5873,DETERGENTE LIQUIDO PARA ROPA
469,5882,DETERGENTE LIQUIDO LAVA VAJILLA
470,5889,DESATORADOR DE JEBE PARA SERVICIOS HIGIENICOS DE 4 in
471,5894,ESCOBA BAJA POLICIA DE 3 PITAS 2 ZUNCHOS
472,5895,ESCOBA BAJA POLICIA DE 5 PITAS 2 ZUNCHOS
473,5903,ESCOBA BAJA POLICIA DE 2 PITAS 2 ZUNCHOS
474,5908,ESCOBA BAJA POLICIA
475,5910,ESCOBA BAJA POLICIA DE 7 PITAS
476,5911,ESCOBA CON MANGO DE METAL CON CERDAS PLASTICAS
477,5912,ESCOBA DE CERDA DE PLASTICO 30 cm MANGO DE MADERA
478,5915,ESCOBA DE CERDA DE PLASTICO 30 cm
479,5954,ESCOBILLA DE CERDA DE 11 mm DE DIAMETRO PARA LIMPIEZA DE CANON DE PISTOLA CORTO
480,5967,ESCOBILLON DE CERDA PARA PISO X 80 cm
481,5975,ESCOBILLON DE CERDA PLASTICA X 30 cm
482,5982,ESPONJA DE FIBRA SINTETICA PARA LAVAR VAJILLAS
483,5995,FELPUDO DE ALTO TRANSITO (POR LARGO).
484,6033,RECOGEDOR DE METAL TAMANO GRANDE
485,6039,RECOGEDOR DE PLASTICO CON JALADOR
486,6051,REPUESTO BASE DE MADERA PARA TRAPEADOR DE 30 cm
487,6059,REPUESTO DE TRAPEADOR DE PABILO 30 cm X 300 g
488,6062,REPUESTO DE TRAPEADOR DE TELA X 1 m DE ANCHO
489,6064,REPUESTO PARA TRAPEADOR DE PABILO 30 cm X 500 g
490,6068,REPUESTO PARA MOPA DE ALGODON LIMPIA VIDRIOS DE 100 cm
491,6111,TRAPO DE TELA PARA LIMPIEZA
492,6125,COLGADOR DE PLASTICO PARA ROPA
493,6131,PANO ABSORBENTE
494,6170,GUANTE DE JEBE TALLA 9 LARGO
495,6173,TOALLA DE FELPA DE MANO
496,6174,TOALLA DE FELPA DE CARA
497,6176,TOALLA DE FELPA PARA COCINA
498,6186,CEPILLO DENTAL ANATOMICO PEDIATRICO
499,6192,CEPILLO DENTAL PARA ADULTO
500,6339,CREMA DENTAL DE 90 g APROX. PARA ADULTO
501,6466,ESPUMA DE AFEITAR EN SPRAY DE 414 g APROX.
502,6470,JABON EN BARRA DE TOCADOR DE 90 g
503,6471,JABON LIQUIDO DE TOCADOR DE 500 mL
504,6474,JABON CARBOLICO EN BARRA DE 60 g
505,6490,JABON LIQUIDO DE TOCADOR DE 1 L
506,6509,JABON LIQUIDO DE TOCADOR DE 400 mL APROX.
507,6529,JABON CARBOLICO EN BARRA DE 100 g
508,6536,JABON LIQUIDO DE TOCADOR DE 1 GAL
509,6561,PAPEL HIGIENICO HOJA DOBLE GOFRADO (ROLLO PERSONAL) X 1 ROLLO COLOR BLANCO
510,6563,PAPEL HIGIENICO HOJA SIMPLE LISO X 550 m APROX. X 1 ROLLO COLOR BLANCO
511,6564,PAPEL HIGIENICO HOJA SIMPLE GOFRADO X 550 m APROX. X 1 ROLLO COLOR BLANCO
512,6565,PAPEL HIGIENICO HOJA SIMPLE LISO X 500 m APROX. X 1 ROLLO COLOR BLANCO
513,6566,PAPEL HIGIENICO HOJA DOBLE GOFRADO (ROLLO PERSONAL) X 20 ROLLOS COLOR BLANCO
514,6568,PAPEL HIGIENICO HOJA DOBLE GOFRADO (ROLLO PERSONAL) X 2 ROLLOS COLOR BLANCO
515,6572,PAPEL HIGIENICO HOJA DOBLE GOFRADO (ROLLO PERSONAL) X 24 ROLLOS COLOR BLANCO
516,6607,PAPEL TOALLA HOJA SIMPLE LISO DE 300 m APROX. X 1 ROLLO COLOR BLANCO
517,6610,PAPEL TOALLA HOJA SIMPLE LISO DE 200 m APROX. X 1 ROLLO COLOR BLANCO
518,6612,PAPEL TOALLA HOJA SIMPLE LISO DE 80 m APROX. X 1 ROLLO COLOR BLANCO
519,6614,TOALLITAS DE ASEO DESCARTABLE X 100
520,6619,PAPEL TOALLA HOJA SIMPLE LISO X 500 HOJAS APROX. X 1 ROLLO COLOR BLANCO
521,6628,PAPEL TOALLA HOJA SIMPLE LISO DE 500 m APROX. X 1 ROLLO COLOR BLANCO
522,6636,PAPEL TOALLA HOJA SIMPLE LISO X 200 HOJAS APROX. X 20 ROLLOS COLOR BLANCO
523,6748,PROTECTOR SOLAR LOCION DE 120 ml
524,6896,PANAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA M
525,6897,PANAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA L
526,6898,PANAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA S
527,6899,PANAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA XL
528,6960,PANAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA G
529,6996,SERVILLETA SIMPLE DE PAPEL DE UNA HOJA X 100
530,7019,PROTECTOR SOLAR FPS 45 DE 10 g APROX.
531,7505,LIBRO CONSTITUCION POLITICA DEL PERU
532,8571,SISTEMA DE MENSAJERIA CORPORATIVA
533,8588,SOFTWARE DE BACKUP
534,8599,SISTEMA AVANZADO DE TRANSACCIONES SERVIDOR/CLIENTE  INCLUYE LICENCIA
535,8629,SOFTWARE ( INC. LICENCIA) PARA ADMINISTRACION DE EQUIPAMIENTO INFORMATICO
536,8634,SOFTWARE DE BASE DE DATOS
537,8635,SOFTWARE ( INC. LICENCIA) PARA MONITOREO DE RED
538,8661,SOFTWARE ( INC. LICENCIA) PARA ADQUISICION DE DIRECTORIOS Y/O BASE DE DATOS
539,8666,SOFTWARE (INC. LICENCIA) PARA MODULO DE CAPTURA/ENVIO REMOTO DE LLAMADAS
540,8675,SOFTWARE (INC. LICENCIA) PARA SISTEMA DE INFORMACION GEOREFERENCIAL
541,8695,SOFTWARE (INC. LICENCIA) ANTIVIRUS PARA ESTACION DE TRABAJO
542,8696,SOFTWARE (INC. LICENCIA) ANTIVIRUS PARA SERVIDOR
543,8707,SOFTWARE (INC. LICENCIA) PARA INFORMACION GEOGRAFICA
544,8756,SOFTWARE ( INC. LICENCIA) PARA CREACION DE ARCHIVOS PDF
545,8758,SOFTWARE ( INC. LICENCIA) PARA CONVERTIR DOCUMENTOS EN ARCHIVOS ELECTRONICOS
546,8759,LICENCIA DE SOFTWARE DE BASE DE DATOS
547,8760,SOFTWARE ESTADISTICO
548,8772,LICENCIA DE SOFTWARE DE GESTION DE REQUISITOS Y MODELAMIENTO
549,8773,LICENCIA DE SOFTWARE DE TESTEO
550,8785,SOFTWARE (INC. LICENCIA) PARA INVENTARIO Y ADMINISTRACION DE SOPORTE EN LINEA
551,8792,SOFTWARE ( INC. LICENCIA) PARA SOLUCION DE SEGURIDAD
552,8799,SOFTWARE ( INC. LICENCIA) PARA SERVIDOR DE RED
553,8808,LICENCIA DE HERRAMIENTA DE DESARROLLO CORPORATIVA
554,8810,LICENCIA DE SOFTWARE DE CONTROL DE CONTENIDO WEB
555,8864,SOFTWARE (INC. LICENCIA) PARA ADMINISTRACION DE LLAMADAS TELEFONICAS
556,8869,SOFTWARE (INC. LICENCIA) PARA INVENTARIO DE ACTIVOS FIJOS
557,8879,SOFTWARE ( INC. LICENCIA) PARA DIGITALIZACION DE DOCUMENTOS
558,8886,LICENCIA DE SOFTWARE OPTIMIZADOR DE SERVICIOS DE INTERNET
559,8906,SOFTWAR PARA DISENO GRAFICO ( INC. LICENCIAS )
560,8907,SOFTWARE ( INC. LICENCIA) PARA ADMINISTRACION DE IMAGENES
561,8922,SOFTWARE ( INC. LICENCIA) PARA PROGRAMACION
562,8923,SOFTWARE ( INC. LICENCIA) PARA SISTEMA DE GESTION HOSPITALARIA
563,8938,SOLUCION DE CORREO ELECTRONICO CORPORATIVO
564,8940,SOFTWARE DE DISENO GRAFICO
565,8941,SOFTWARE (INC. LICENCIA) PARA DIAGRAMAS DE FLUJO
566,8945,SOFTWARE ( INC. LICENCIA) PARA ADMINISTRACION DE BASE DE DATOS
567,8949,SOFTWARE ( INC. LICENCIA) PARA DISENO ARQUITECTONICO
568,8950,LICENCIAS DE SOFTWARE DE PUBLICACION DE APLICACIONES VIA WEB
569,8955,SOFTWARE ( INC. LICENCIA) PARA BACKUP Y PROTECCION DE DATOS
570,8958,SOFTWARE ( INC. LICENCIA) PARA PRESUPUESTO Y CONTROL DE OBRAS
571,8960,LICENCIA DE SOFTWARE DE GESTION DE TRADUCCION DE TEXTOS
572,8961,SOFTWARE (INC. LICENCIA) PARA PROCESAMIENTO DE DATOS GEOGRAFICOS
573,8965,SOFTWARE (INC. LICENCIA) PARA PESCA
574,8967,SOFTWARE ( INC. LICENCIA) PARA GESTION Y VISUALIZACION DE CAMARAS DE VIDEO
575,8969,SOFTWARE ( INC. LICENCIA) PARA ANALISIS ESTADISTICO
576,8974,SOFTWARE ( INC. LICENCIA) PARA EL DESARROLLO DE APLICACIONES WEB
577,8975,SOFTWARE ( INC. LICENCIA) PARA ADMINISTRACION REMOTA DE COMPUTADORAS
578,8979,LICENCIA DE SOFTWARE ANTISPAM
579,8980,SOFTWARE ( INC. LICENCIA) PARA RESPALDO DE INFORMACION
580,8988,SOFTWARE ( INC. LICENCIA) PARA RECONOCIMIENTO OPTICO DE CARACTERES (OCR)
581,8995,LICENCIA DE SOFTWARE DE INTELIGENCIA DE NEGOCIOS (BUSINESS INTELIGENCE)
582,8999,SOFTWARE (INC. LICENCIA) PARA INVENTARIO DE HARDWARE Y SOFTWARE
583,9001,SOFTWARE ( INC. LICENCIA) PARA HERRAMIENTA PARA ELABORACION DE GRAFICOS GENERICOS
584,9015,LICENCIA DE SOFTWARE ADOBE ACROBAT PROFESIONAL
585,9016,SOFTWARE ( INC. LICENCIA) PARA EQUIPO DE LABORATORIO
586,9097,LICENCIA DE SOFTWARE ECONOMETRICO
587,9102,LICENCIA DE SOFTWARE DE ALMACENAMIENTO DE MODELOS DE DATOS
588,9103,SOFTWARE (INC. LICENCIA) PARA MODELADOR DE BASES DE DATOS
589,9104,SOFTWARE ( INC. LICENCIA) PARA GRABACION DE VIDEO DIGITAL
590,9109,LICENCIA DE SOFTWARE DE MANEJO DE PORTALES
591,9126,SOFTWARE DE GESTION DE LICENCIAS
592,9127,SOFTWARE (INC. LICENCIA) PARA OFIMATICA
593,9129,SOFTWARE ( INC. LICENCIA) PARA PLANIFICACION DE RECURSOS EMPRESARIALES (ERP)
594,9131,SOFTWARE ( INC. LICENCIA) PARA ANALISIS FINANCIERO
595,9145,SOFTWARE ( INC. LICENCIA) PARA PROGRAMACION Y CALENDARIO
596,9146,SOFTWARE ( INC. LICENCIA) PARA ESCANER O LECTOR OPTICO DE CARACTERES (OCR)
597,9149,SOFTWARE ( INC. LICENCIA) PARA GESTION DE DOCUMENTOS
598,9155,SOFTWARE ( INC. LICENCIA) PARA CONSULTAS E INTERFAZ DE USUARIO DE BASES DE DATOS
599,9156,SOFTWARE ( INC. LICENCIA) PARA EXTRACCION DE DATOS
600,9163,SOFTWARE ( INC. LICENCIA) PARA ENTORNO DE DESARROLLO
601,9164,SOFTWARE ( INC. LICENCIA) PARA INTEGRACION DE APLICACIONES DE EMPRESA
602,9167,SOFTWARE ( INC. LICENCIA) PARA PROBAR PROGRAMAS
603,9169,SOFTWARE ( INC. LICENCIA) PARA DESARROLLO DE PLATAFORMA WEB
604,9171,SOFTWARE (INC. LICENCIA) PARA IDIOMA EXTRANJERO
605,9179,SOFTWARE ( INC. LICENCIA) PARA ANALISIS O CIENCIA
606,9181,SOFTWARE ( INC. LICENCIA) PARA CONTROL DE VUELO
607,9183,SOFTWARE ( INC. LICENCIA) PARA BIBLIOTECA
608,9191,SOFTWARE ( INC. LICENCIA) PARA EXPLORACION DE INTERNET
609,9192,SOFTWARE ( INC. LICENCIA) PARA VIGILANCIA DE REDES
610,9197,SOFTWARE ( INC. LICENCIA) PARA SERVIDOR DE COMUNICACIONES
611,9198,SOFTWARE ( INC. LICENCIA) PARA CENTRO DE CONTACTO
612,9202,SOFTWARE ( INC. LICENCIA) PARA RED DE ALMACENAMIENTO
613,9205,SOFTWARE ( INC. LICENCIA) PARA DISPOSITIVOS INALAMBRICOS
614,9206,SOFTWARE ( INC. LICENCIA) PARA EMULACION DE TERMINAL DE CONECTIVIDAD DE RED
615,9208,SOFTWARE ( INC. LICENCIA) PARA INTERCONECTIVIDAD DE PLATAFORMAS
616,9209,SOFTWARE ( INC. LICENCIA) PARA SISTEMAS DE ARCHIVOS
617,9210,SOFTWARE ( INC. LICENCIA) PARA SISTEMA OPERATIVO DE REDES
618,9212,SOFTWARE ( INC. LICENCIA) PARA ADMINISTRACION DE RED PRIVADA VIRTUAL (VPN) O DE SEGURIDAD DE RED
619,9213,SOFTWARE ( INC. LICENCIA) PARA EQUIPOS DE RED PRIVADA VIRTUAL (VPN) O DE SEGURIDAD DE RED
620,9215,SOFTWARE ( INC. LICENCIA) PARA PROTECCION ANTIVIRUS Y DE SEGURIDAD DE TRANSACCIONES
621,9228,SOFTWARE ( INC. LICENCIA) PARA CORREO ELECTRONICO
622,9235,SOFTWARE ( INC. LICENCIA) PARA SERVICIO DE MENSAJERIA POR TELEFONIA CELULAR
623,9255,SOFTWARE ( INC. LICENCIA) PARA MONITOREO DE LA ENERGIA
624,9263,LICENCIA DE SOFTWARE DE ADMINISTRACION DE BASE DE DATOS
625,9266,SOFTWARE ( INC. LICENCIA) PARA SISTEMA DE DETECCION DE INTRUSOS EN LA RED
626,9278,PISTOLA
627,9281,PISTOLA 9 mm PARABELLUM
628,9283,ESCOPETA
629,9335,AULA PREFABRICADA DE METAL DE 1 AULA
630,9341,AULA PREFABRICADA DE ACERO ALUMINIZADO DE 1 AULA PARA EMERGENCIA
631,9366,CLAVO DE ACERO CON CABEZA DE 5 in
632,9382,CLAVO DE ACERO CON CABEZA DE 2 in
633,9386,CLAVO DE ACERO CON CABEZA DE 1 1/2 in
634,9388,CLAVO DE ACERO CON CABEZA DE 4 in
635,9395,CLAVO DE ACERO CON CABEZA DE 2 1/2 in
636,9411,CLAVO DE FIERRO CON CABEZA DE 3 in
637,9413,CLAVO DE FIERRO CON CABEZA DE 1 in
638,9451,REMACHE DE COMPRESION DE ACERO DE 1/2 in X 1/8 in
639,9453,REMACHE DE COMPRESION DE ALUMINIO DE 1 in X 1/8 in
640,9455,REMACHE DE COMPRESION DE ALUMINIO DE 1 in X 3/16 in
641,9456,REMACHE DE COMPRESION DE ALUMINIO DE 1/2 in X 3/16 in
642,9457,REMACHE DE COMPRESION DE ALUMINIO DE 1/2 in X 3/32 in
643,9458,REMACHE DE COMPRESION DE ALUMINIO DE 3/4 in X 3/32 in
644,9459,REMACHE DE COMPRESION DE ALUMINIO DE 5/8 in X 3/32 in
645,9460,REMACHE DE COMPRESION DE ALUMINIO DE 1/4 in X 5/15 in
646,9461,REMACHE DE COMPRESION DE ALUMINIO DE 1/2 in X 5/32 in
647,9466,REMACHE DE COMPRESION DE ALUMINIO DE 1 in X 1/4 in
648,9471,REMACHE DE COMPRESION DE ALUMINIO DE 1/2 in X 1/8 in
649,9474,REMACHE DE COMPRESION DE ALUMINIO DE 1/2 in X 1/4 in
650,9476,REMACHE DE COMPRESION DE ALUMINIO DE 1/8 in X 3/16 in
651,9477,REMACHE DE COMPRESION DE ALUMINIO DE 10 mm X 1/8 in
652,9478,REMACHE DE COMPRESION DE ALUMINIO DE 16 mm X 1/8 in
653,9479,REMACHE DE COMPRESION DE ALUMINIO DE 3/4 in X 1/8 in
654,9485,REMACHE DE COMPRESION DE ALUMINIO DE 10 mm X 5/32 in
655,9488,REMACHE DE COMPRESION DE ALUMINIO DE 2 in X 1/2 in
656,9489,REMACHE DE COMPRESION DE ALUMINIO DE 2 in X 3/16 in
657,9511,REMACHE DE COMPRESION DE FIERRO DE 1/2 in X 5/32 in
658,9527,TORNILLO DE ACERO DE 1 in
659,9531,TORNILLO AUTOPERFORANTE DE ACERO DE 1 1/2 in X 3/16 in
660,9533,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 3/4 in X 10 mm
661,9536,TORNILLO AUTORROSCANTE CABEZA PAN DE ACERO DE 1/2 in X 1/8 in
662,9544,TORNILLO DE ACERO DE 1 1/2 in
663,9545,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 1 1/2 in X 1/2 in
664,9547,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 1 1/2 in X 1 1/2 in
665,9548,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 2 in X 10 mm
666,9554,TORNILLO AUTORROSCANTE CABEZA PAN DE ACERO DE 4 in X 1 in
667,9559,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 8 in X 1 in
668,9567,TORNILLO DE ACERO DE 1/4 in
669,9572,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 1 in X 1/8 in
670,9573,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 2 in X 1/8 in
671,9574,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 3 in X 1/8 in
672,9578,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 2 in X 1/4 in
673,9579,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 3 in X 1/4 in
674,9583,TORNILLO AUTORROSCANTE CABEZA PLANA DE ACERO DE 1 1/2 in X 1/4 in
675,9586,TORNILLO AUTOPERFOTANTE DE ACERO DE 7/32 in X 13 mm
676,9594,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 10 mm X 3 mm
677,9600,TORNILLO DE FIERRO DE 3 in
678,9608,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 1 in X 15 mm
679,9614,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 3/8 in X 6 mm
680,9617,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 8 mm X 3/4 in
681,9629,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 2 in X 1/4 in
682,9636,TORNILLO AUTORROSCANTE CABEZA PAN DE FIERRO DE 4 in X 3/4 in
683,9670,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 1 in X 1/4 in
684,9740,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 1/4 in X 7 mm
685,9755,TORNILLO AUTORROSCANTE CABEZA PLANA DE FIERRO DE 3 in X 1 in
686,9840,TUERCA DE ACERO DE 5/8 in
687,9841,TUERCA DE ACERO DE 3/4 in
688,9849,TUERCA DE ACERO GALVANIZADO DE 16 mm
689,9857,TUERCA DE ACERO DE 1 1/4 in
690,9861,TUERCA DE ACERO DE 10 mm X 6 mm
691,9863,TUERCA DE ALUMINIO DE 3/8 in
692,9864,TUERCA DE ALUMINIO DE 5/16 in
693,9869,TUERCA DE BRONCE DE 3/8 in
694,9874,TUERCA DE FIERRO GALVANIZADO TIPO OJO DE 5/8 in
695,9875,TUERCA DE FIERRO DE SEGMENTO DE SPROCKET 01803-02430
696,9892,TUERCA DE FIERRO HILO CORRIENTE X 24 mm
697,9893,TUERCA DE FIERRO HILO FINO X 12 mm
698,9905,TUERCA DE FIERRO 5 mm
699,9906,TUERCA DE FIERRO 7 mm
700,9978,TENSOR METALICO DE MALLA GANADERA
701,9981,ANILLO DE JEBE PARA TUBO DE PVC DE 200 mm
702,9996,ABRAZADERA DE ACERO INOXIDABLE DE 1 in
703,10029,ABRAZADERA DE ACERO INOXIDABLE DE 3 1/4 in
704,10032,ABRAZADERA DE ACERO INOXIDABLE DE 2 1/2 in
705,10037,ABRAZADERA DE ACERO DE 6 in X 6 in
706,10039,ABRAZADERA DE ACERO DE 4 in X 6 in
707,10040,ABRAZADERA DE ACERO DE 22 in X 6 in X 1 in
708,10042,ABRAZADERA DE ACERO DE 14 in X 8 in X 1 1/2 in
709,10052,ABRAZADERA DE FIERRO GALVANIZADO PARA POSTE 12/300
710,10088,ABRAZADERA DE FIERRO DE 1/2 in
711,10095,ABRAZADERA DE FIERRO DE 4 in PARA TUBO DE PVC
712,10134,ABRAZADERA DE PVC DE 110 mm X 1/2 in
713,10164,ARANDELA CIRCULAR PLANA DE ALUMINIO DE 55 mm X 70 mm X 3 mm
714,10165,ARANDELA CIRCULAR PLANA DE ALUMINIO DE 5 mm X 10 mm X 1 mm
715,10176,ARANDELA CIRCULAR PLANA DE ALUMINIO DE 16 mm X 25 mm X 2 mm
716,10201,ARANDELA CIRCULAR PLANA DE FIERRO DE 3/8 in X 1 in X 1/16 in
717,10273,ESPARRAGO DE ACERO DE 3/16 in X 2 in
718,10328,PERNO DE CABEZA RANURADA DE ACERO DE 3/8 in X 2 1/2 in
719,10331,PERNO DE CABEZA RANURADA DE ACERO DE 5/32 in X 1/4 in
720,10340,PERNO DE CABEZA RANURADA DE FIERRO GALVANIZADO DE 1/8 in X 1 in CON TUERCA
721,10342,PERNO DE CABEZA RANURADA DE FIERRO GALVANIZADO DE 1/8 in X 3/4 in CON TUERCA
722,10345,PERNO DE CABEZA RANURADA DE FIERRO GALVANIZADO AUTORROSCANTE DE 1/8 in X 2 1/2 in CON TUERCA
723,10437,ORING DE NITRILO DE 100 mm X 7 mm
724,10457,ORING DE NITRILO DE 89 mm X 3 mm
725,10500,ORING DE NITRILO DE 43 mm X 4 mm
726,10572,BISAGRA TIPO LIBRO DE ALUMINIO DE 4 in X 4 in
727,10590,BISAGRA TIPO LIBRO DE FIERRO DE 3 1/2 in X 1 1/2 in
728,10635,CADENA DE ACERO GRADO 3 SOLDADA A TOPE CON ESLABON REFORZADO DE 3 in X 90 ft
729,10649,CANDADO DE 70 mm
730,10670,CERROJO DE ALUMINIO DE 2 in
731,10672,CERROJO DE ALUMINIO DE 3 in
732,10697,CERRADURA MECANICA DE 2 GOLPES
733,10698,CERRADURA MECANICA DE 3 GOLPES
734,10716,CERRADURA ELECTRICA DE 3 GOLPES
735,10788,LLAVE DE CONTROL TERMOSTATICO CON PERILLA (COCINA ELECTRICA)
736,10848,CALENTADOR DE GENERADOR DE COCINA
737,10874,OLLA DE ALUMINIO DE 50 l APROX.
738,10888,OLLA DE ALUMINIO N  26
739,10963,JUEGO DE OLLAS DE ACERO INOXIDABLE X 10 PIEZAS
740,10977,OLLA A PRESION DE ACERO INOXIDABLE DE 10 L APROX.
741,10983,JUEGO DE OLLAS DE ACERO INOXIDABLE X 4 PIEZAS
742,11161,ESPUMADERA DE ALUMINIO N  12
743,11411,CANASTA DE PAJA
744,11448,JUEGO DE CUBIERTOS DE ACERO INOXIDABLE X 48 PIEZAS
745,11478,AZAFATE ACERO INOXIDABLE
746,11609,VASO DE PLASTICO DE 300 ml APROX.
747,11636,ENVASE DESCARTABLE CON TAPA DE POLIESTIRENO EXPANDIDO DE 15 cm x 20 cm
748,11670,JARRA DE ACERO INOXIDABLE X 4 L
749,11847,LECHERA DE ACERO QUIRURGICO DE 1 L
750,11857,TOMATODO DE PLASTICO DE 750 mL
751,11858,CANASTA DE PLASTICO
752,11876,"JUEGO DE VAJILLA (PLATO, CUCHARA, TENEDOR) DE ACERO INOXIDABLE X 36 PIEZAS"
753,11989,GASOLINA DE 84 OCTANOS
754,11990,GASOLINA DE 90 OCTANOS
755,11992,GASOLINA DE 97 OCTANOS
756,11993,GASOLINA LUBRICADA (84 OCTANOS + ACEITE 2T )
757,11994,GASOLINA DE 98 OCTANOS
758,11996,TURBO A-1
759,11999,KEROSENE
760,12006,PETROLEO DIESEL N  2 CON ADITIVO
761,12007,PETROLEO DIESEL N  2 SIN ADITIVO
762,12009,PETROLEO INDUSTRIAL N  5
763,12010,PETROLEO INDUSTRIAL N° 6
764,12011,PETROLEO DIESEL 2 MARINO
765,12024,GAS LICUADO DE PETROLEO
766,12090,ACEITE SAE 10
767,12131,ACEITE SAE 250
768,12165,ACEITE LUBRICANTE 2T
769,12167,ACEITE lUBRICANTE PARA TRANSMISION DE 68 cSt A 40  C X 55 gal
770,12181,ACEITE SAE 25W 60
771,12207,ACEITE LUBRICANTE MULTIUSO
772,12216,ACEITE SAE 40
773,12246,ACEITE PARA AVIACION 100
774,12254,ACEITE PARA AVIACION MIL-L-7870
775,12268,ANTIOXIDANTE EN PASTA
776,12280,LUBRICANTE PARA TUBERIAS
777,12287,SELLADOR DE FUGAS DE AGUA DE 443 mL
778,12295,ACEITE DIELECTRICO AISLANTE
779,12301,GANADO EQUINO
780,12303,GANADO OVINO
781,12304,GANADO PORCINO
782,12306,GANADO VACUNO HEMBRA RAZA HOLSTEIN
783,12447,ORDENADOR DE RACK TIPO 2 (ORDENADOR HORIZONTAL DE CABLEADO ESTRUCTURADO)
784,12480,CONECTOR DE CABLE EN UNION DE METAL PARA TV
785,12501,ANTENA PARA NAVEGADOR POR SATELITE
786,12517,CAJA CONECTORA PARA 4 MICROFONOS
787,12521,ADAPTADOR DE RADIO PARA ANTENA
788,12744,PLANCHA DE FIBRO CEMENTO ONDULADA TIPO TEJA ANDINA  5 mm X 76 cm X 1.15 m
789,12753,AFIRMADO TIPO A-1
790,12754,ARENA SILICEA
791,12768,CEMENTO BLANCO
792,12771,CEMENTO PORTLAND TIPO I X 42.50 kg
793,12775,CEMENTO CONDUCTIVO
794,12777,LADRILLO DE ARCILLA PANDERETA DE 12 cm X 18 cm X 24 cm
795,12778,LADRILLO DE ARCILLA KING KONG DE 15 cm  X 20 cm  X 40 cm
796,12779,LADRILLO DE ARCILLA KING KONG DE 10 cm X 20 cm X 40 cm
797,12782,LADRILLO DE ARCILLA KING KONG DE 8 cm X 14 cm X 24 cm
798,12787,LADRILLO DE ARCILLA KING KONG DE 8 cm X 12 cm X 20 cm
799,12788,LADRILLO DE ARCILLA KING KONG DE 9 cm X 14 cm X 24 cm
800,12791,PIEDRA ZARANDEADA DE 1/4 in
801,12794,PIEDRA ZARANDEADA DE 8 in
802,12795,PIEDRA DE 4 in
803,12796,PIEDRA CONFITILLADA DIAMETRO MAXIMO 1/2 in
804,12797,PIEDRA ZARANDEADA DE 3/4 in
805,12799,PIEDRA ZARANDEADA DE 1/2 in
806,12800,PIEDRA CICLOPEADA GRANDE  DE 6 in A 10 in
807,12806,YESO.
808,12836,MASILLA PARA PARED
809,12841,ADITIVO IMPERMEABILIZANTE PARA CONCRETO
810,12847,PORCELANA BLANCA
811,12857,GRAVA DE CUARZO DE 1/2 in
812,12863,SILICONA LIQUIDA
813,12876,ADITIVO ACELERANTE DE FRAGUA
814,12882,CARPETA ASFALTICA DE 2 in
815,12883,CARPETA ASFALTICA DE 3 in
816,12884,ARCILLA IMPERMEABILIZANTE
817,12887,POLVO DE LADRILLO
818,12888,ARCILLA ROJA
819,12892,TIERRA CERNIDA
820,12899,ACELERANTE DE FRAGUANTE DE CEMENTO SIN CLORUROS
821,12903,GRAVA DE CUARZO DE 1 1/2 in
822,12906,ADHESIVO EN POLVO PARA CERAMICOS
823,12917,GRAVA DE PIEDRA DE 1/2 in DE DIAMETRO
824,12943,ASFALTO EN FRIO
825,12944,ASFALTO EN CALIENTE
826,12951,ASFALTO LIQUIDO CUT-BACK GRADO MC-30
827,12953,CEMENTO PORTLAND PUZOLANICO TIPO IP X 42.50 kg
828,12956,CEMENTO PORTLAND DE ESCORIA MODIFICADO TIPO I(SM) X 42.5 kg
829,12958,CEMENTO PORTLAND COMPUESTO TIPO ICo X 42.50 kg
830,12960,ASFALTO LIQUIDO CUT-BACK GRADO RC-250
831,12963,ASFALTO LIQUIDO CUT-BACK GRADO RC- 70
